Payment Date,Amount,Organisational Unit,Beneficiary Name,Company Number,Charity Number
2015-06-29,815.00,Business Services,JOHNSTON PUBLISHING,,
2015-04-23,838.08,Business Services,JOHNSTON PUBLISHING,,
2015-06-22,1206.72,Business Services,JOHNSTON PUBLISHING,,
2015-05-21,2300.00,Business Services,JOHNSTON PUBLISHING,,
2015-04-27,531.59,Business Services,TMP (UK) LTD,,
2015-05-12,2197.30,Business Services,TMP (UK) LTD,,
2015-04-13,2324.20,Business Services,TMP (UK) LTD,,
2015-06-19,917.17,Business Services,TMP (UK) LTD,,
2015-04-27,800.62,Business Services,TMP (UK) LTD,,
2015-05-06,14529.90,Adult Services,TOGETHER,,
2015-05-22,539.23,Children and Young People,ADOPTION MATTERS NORTHWEST,,
2015-05-12,3583.26,Children and Young People,ADOPTION MATTERS NORTHWEST,,
2015-05-13,28667.00,Adult Services,BARNARDO\xB4S,,
2015-05-27,28667.00,Adult Services,BARNARDOS,,
2015-06-05,18000.00,Adult Services,BARNARDOS,,
2015-06-26,9000.00,n/a,CALDERDALE M.B.C.,,
2015-05-12,18000.00,n/a,CALDERDALE M.B.C.,,
2015-06-12,28667.00,Business Services,CARITAS CARE LIMITED,,
2015-05-06,9000.00,n/a,DARLINGTON BOROUGH COUNCIL,,
2015-05-22,750.00,Children and Young People,FAMILIES FOR CHILDREN ADOPTION,,
2015-06-22,750.00,Children and Young People,FAMILIES FOR CHILDREN ADOPTION,,
2015-05-06,750.00,Children and Young People,FAMILIES FOR CHILDREN ADOPTION,,
2015-04-21,29700.00,n/a,LONDON BOROUGH OF WALTHAM FOREST,,
2015-05-20,5001.00,Children and Young People,PARENTS AND CHILDREN TOGETHER,,
2015-04-30,36000.00,n/a,SOUTHAMPTON CITY COUNCIL,,
2015-05-28,28667.00,Children and Young People,YORKSHIRE ADOPTION AGENCY LTD,,
2015-06-12,1825.20,Business Services,A & O IT SERVICES,,
2015-04-16,642.14,Business Services,A & O IT SERVICES,,
2015-06-12,807.30,Business Services,A & O IT SERVICES,,
2015-05-11,2184.00,Business Services,A & O IT SERVICES,,
2015-04-16,2925.00,Business Services,A & O IT SERVICES,,
2015-06-02,1743.20,Business Services,ASSET HEALTH SOLUTIONS,,
2015-05-12,1803.20,Business Services,ASSET HEALTH SOLUTIONS,,
2015-04-24,2274.90,Business Services,ASSET HEALTH SOLUTIONS,,
2015-04-21,564.78,Business Services,CHEVIOT RECRUITMENT,,
2015-04-21,564.78,Business Services,CHEVIOT RECRUITMENT,,
2015-04-14,584.25,Business Services,CHEVIOT RECRUITMENT,,
2015-04-14,584.25,Business Services,CHEVIOT RECRUITMENT,,
2015-05-21,584.25,Business Services,CHEVIOT RECRUITMENT,,
2015-06-30,584.25,Business Services,CHEVIOT RECRUITMENT,,
2015-05-21,584.25,Business Services,CHEVIOT RECRUITMENT,,
2015-05-21,584.25,Business Services,CHEVIOT RECRUITMENT,,
2015-05-01,594.25,Business Services,CHEVIOT RECRUITMENT,,
2015-06-11,837.43,Business Services,CHEVIOT RECRUITMENT,,
2015-05-21,876.38,Business Services,CHEVIOT RECRUITMENT,,
2015-06-02,1149.03,Business Services,CHEVIOT RECRUITMENT,,
2015-06-02,1149.03,Business Services,CHEVIOT RECRUITMENT,,
2015-04-21,1149.03,Business Services,CHEVIOT RECRUITMENT,,
2015-05-21,1168.50,Business Services,CHEVIOT RECRUITMENT,,
2015-04-08,3800.00,Professional Services,D & A CARTWRIGHT ASOCIATES LTD,,
2015-06-12,4000.00,Professional Services,D & A CARTWRIGHT ASOCIATES LTD,,
2015-06-30,4800.00,Professional Services,D & A CARTWRIGHT ASOCIATES LTD,,
2015-05-15,5200.00,Professional Services,D & A CARTWRIGHT ASOCIATES LTD,,
2015-06-17,720.00,Business Services,DETAILS REDACTED,,
2015-05-11,720.00,Business Services,DETAILS REDACTED,,
2015-05-29,900.00,Business Services,DETAILS REDACTED,,
2015-05-29,900.00,Business Services,DETAILS REDACTED,,
2015-04-13,960.00,Business Services,DETAILS REDACTED,,
2015-05-29,1110.00,Business Services,DETAILS REDACTED,,
2015-04-13,1110.00,Business Services,DETAILS REDACTED,,
2015-04-13,1110.00,Business Services,DETAILS REDACTED,,
2015-06-17,1110.00,Business Services,DETAILS REDACTED,,
2015-06-17,1110.00,Business Services,DETAILS REDACTED,,
2015-05-11,1110.00,Business Services,DETAILS REDACTED,,
2015-05-07,1110.00,Business Services,DETAILS REDACTED,,
2015-05-11,1110.00,Business Services,DETAILS REDACTED,,
2015-06-30,1020.00,Business Services,HEWITT OCCUPATIONAL SERVICES LTD,,
2015-05-12,1530.00,Business Services,HEWITT OCCUPATIONAL SERVICES LTD,,
2015-04-02,2295.00,Business Services,HEWITT OCCUPATIONAL SERVICES LTD,,
2015-04-20,1415.25,Highways,HORWICH LTD,,
2015-04-20,1470.75,Highways,HORWICH LTD,,
2015-06-10,1529.00,Highways,HORWICH LTD,,
2015-05-21,1536.75,Highways,HORWICH LTD,,
2015-04-10,1774.88,Highways,HORWICH LTD,,
2015-04-27,1854.75,Highways,HORWICH LTD,,
2015-05-21,1866.75,Highways,HORWICH LTD,,
2015-06-04,1893.50,Highways,HORWICH LTD,,
2015-06-18,1971.25,Highways,HORWICH LTD,,
2015-06-10,1991.25,Highways,HORWICH LTD,,
2015-05-07,651.60,Property & Asset Management,KINGFISHER CONSTRUCTION (WAKEFIELD) LTD.,,
2015-04-10,936.00,Property & Asset Management,KINGFISHER CONSTRUCTION (WAKEFIELD) LTD.,,
2015-04-20,954.90,Property & Asset Management,KINGFISHER CONSTRUCTION (WAKEFIELD) LTD.,,
2015-05-01,1190.00,Property & Asset Management,KINGFISHER CONSTRUCTION (WAKEFIELD) LTD.,,
2015-06-01,1260.00,Property & Asset Management,KINGFISHER CONSTRUCTION (WAKEFIELD) LTD.,,
2015-06-16,1269.90,Property & Asset Management,KINGFISHER CONSTRUCTION (WAKEFIELD) LTD.,,
2015-06-04,1299.60,Property & Asset Management,KINGFISHER CONSTRUCTION (WAKEFIELD) LTD.,,
2015-05-21,1301.20,Property & Asset Management,KINGFISHER CONSTRUCTION (WAKEFIELD) LTD.,,
2015-05-21,1346.40,Property & Asset Management,KINGFISHER CONSTRUCTION (WAKEFIELD) LTD.,,
2015-06-23,2520.00,Property & Asset Management,KINGFISHER CONSTRUCTION (WAKEFIELD) LTD.,,
2015-05-13,1376.00,Business Services,MATRIX SCM LTD,,
2015-05-20,1591.00,Business Services,MATRIX SCM LTD,,
2015-05-06,1591.00,Business Services,MATRIX SCM LTD,,
2015-04-29,1591.00,Business Services,MATRIX SCM LTD,,
2015-04-22,1591.00,Business Services,MATRIX SCM LTD,,
2015-04-08,557.57,Business Services,MATRIX SCM LTD,,
2015-04-08,520.40,Business Services,MATRIX SCM LTD,,
2015-04-08,557.57,Business Services,MATRIX SCM LTD,,
2015-04-08,540.00,Business Services,MATRIX SCM LTD,,
2015-06-10,540.00,Business Services,MATRIX SCM LTD,,
2015-05-27,540.00,Business Services,MATRIX SCM LTD,,
2015-05-20,540.00,Business Services,MATRIX SCM LTD,,
2015-04-29,540.00,Business Services,MATRIX SCM LTD,,
2015-07-01,531.54,Business Services,MATRIX SCM LTD,,
2015-06-17,545.35,Business Services,MATRIX SCM LTD,,
2015-04-15,553.69,Business Services,MATRIX SCM LTD,,
2015-06-17,593.97,Business Services,MATRIX SCM LTD,,
2015-06-17,612.75,Business Services,MATRIX SCM LTD,,
2015-05-27,616.82,Business Services,MATRIX SCM LTD,,
2015-06-03,620.14,Business Services,MATRIX SCM LTD,,
2015-06-17,634.91,Business Services,MATRIX SCM LTD,,
2015-05-06,651.08,Business Services,MATRIX SCM LTD,,
2015-06-17,671.82,Business Services,MATRIX SCM LTD,,
2015-06-17,695.79,Business Services,MATRIX SCM LTD,,
2015-06-03,695.79,Business Services,MATRIX SCM LTD,,
2015-04-15,900.67,Business Services,MATRIX SCM LTD,,
2015-04-15,1053.08,Business Services,MATRIX SCM LTD,,
2015-07-01,1128.30,Business Services,MATRIX SCM LTD,,
2015-05-06,1128.31,Business Services,MATRIX SCM LTD,,
2015-07-01,2090.02,Business Services,MATRIX SCM LTD,,
2015-05-13,501.93,Business Services,MATRIX SCM LTD,,
2015-06-24,648.96,Business Services,MATRIX SCM LTD,,
2015-04-08,669.24,Business Services,MATRIX SCM LTD,,
2015-04-15,669.24,Business Services,MATRIX SCM LTD,,
2015-04-29,669.24,Business Services,MATRIX SCM LTD,,
2015-05-13,785.85,Business Services,MATRIX SCM LTD,,
2015-04-08,790.92,Business Services,MATRIX SCM LTD,,
2015-06-24,795.99,Business Services,MATRIX SCM LTD,,
2015-06-24,801.06,Business Services,MATRIX SCM LTD,,
2015-06-24,806.13,Business Services,MATRIX SCM LTD,,
2015-04-22,806.13,Business Services,MATRIX SCM LTD,,
2015-04-29,806.13,Business Services,MATRIX SCM LTD,,
2015-05-20,816.27,Business Services,MATRIX SCM LTD,,
2015-04-08,683.40,Business Services,MATRIX SCM LTD,,
2015-04-15,683.40,Business Services,MATRIX SCM LTD,,
2015-05-06,683.40,Business Services,MATRIX SCM LTD,,
2015-04-22,842.86,Business Services,MATRIX SCM LTD,,
2015-04-29,842.86,Business Services,MATRIX SCM LTD,,
2015-05-06,1030.56,Business Services,MATRIX SCM LTD,,
2015-04-29,1030.56,Business Services,MATRIX SCM LTD,,
2015-04-15,1030.56,Business Services,MATRIX SCM LTD,,
2015-04-08,1030.56,Business Services,MATRIX SCM LTD,,
2015-04-22,1030.56,Business Services,MATRIX SCM LTD,,
2015-06-10,1084.80,Business Services,MATRIX SCM LTD,,
2015-05-27,1084.80,Business Services,MATRIX SCM LTD,,
2015-05-27,1084.80,Business Services,MATRIX SCM LTD,,
2015-07-01,1084.80,Business Services,MATRIX SCM LTD,,
2015-06-17,1084.80,Business Services,MATRIX SCM LTD,,
2015-06-03,1084.80,Business Services,MATRIX SCM LTD,,
2015-06-24,1229.44,Business Services,MATRIX SCM LTD,,
2015-05-13,1366.72,Business Services,MATRIX SCM LTD,,
2015-04-08,1366.72,Business Services,MATRIX SCM LTD,,
2015-06-03,1366.72,Business Services,MATRIX SCM LTD,,
2015-05-13,1374.08,Business Services,MATRIX SCM LTD,,
2015-06-24,1494.85,Business Services,MATRIX SCM LTD,,
2015-04-15,1580.27,Business Services,MATRIX SCM LTD,,
2015-05-20,1580.29,Business Services,MATRIX SCM LTD,,
2015-05-27,1580.29,Business Services,MATRIX SCM LTD,,
2015-05-06,1580.29,Business Services,MATRIX SCM LTD,,
2015-04-22,1580.29,Business Services,MATRIX SCM LTD,,
2015-07-01,1580.29,Business Services,MATRIX SCM LTD,,
2015-05-06,1708.40,Business Services,MATRIX SCM LTD,,
2015-04-08,1071.90,Business Services,MATRIX SCM LTD,,
2015-05-13,1128.32,Business Services,MATRIX SCM LTD,,
2015-05-06,1128.32,Business Services,MATRIX SCM LTD,,
2015-06-03,1128.32,Business Services,MATRIX SCM LTD,,
2015-04-15,1128.32,Business Services,MATRIX SCM LTD,,
2015-04-29,1128.32,Business Services,MATRIX SCM LTD,,
2015-06-24,1391.59,Business Services,MATRIX SCM LTD,,
2015-07-01,1391.59,Business Services,MATRIX SCM LTD,,
2015-06-10,1410.40,Business Services,MATRIX SCM LTD,,
2015-06-17,1410.40,Business Services,MATRIX SCM LTD,,
2015-04-22,1410.40,Business Services,MATRIX SCM LTD,,
2015-04-22,624.46,Business Services,MATRIX SCM LTD,,
2015-05-20,511.98,Business Services,MATRIX SCM LTD,,
2015-05-20,511.98,Business Services,MATRIX SCM LTD,,
2015-05-20,511.98,Business Services,MATRIX SCM LTD,,
2015-05-20,511.98,Business Services,MATRIX SCM LTD,,
2015-05-20,511.98,Business Services,MATRIX SCM LTD,,
2015-06-17,514.76,Business Services,MATRIX SCM LTD,,
2015-07-01,546.06,Business Services,MATRIX SCM LTD,,
2015-07-01,569.60,Business Services,MATRIX SCM LTD,,
2015-06-17,569.60,Business Services,MATRIX SCM LTD,,
2015-07-01,574.80,Business Services,MATRIX SCM LTD,,
2015-06-03,574.80,Business Services,MATRIX SCM LTD,,
2015-07-01,574.80,Business Services,MATRIX SCM LTD,,
2015-07-01,574.80,Business Services,MATRIX SCM LTD,,
2015-06-17,574.80,Business Services,MATRIX SCM LTD,,
2015-06-17,574.80,Business Services,MATRIX SCM LTD,,
2015-07-01,574.80,Business Services,MATRIX SCM LTD,,
2015-06-17,574.80,Business Services,MATRIX SCM LTD,,
2015-06-17,574.80,Business Services,MATRIX SCM LTD,,
2015-06-17,574.80,Business Services,MATRIX SCM LTD,,
2015-07-01,574.80,Business Services,MATRIX SCM LTD,,
2015-06-17,574.80,Business Services,MATRIX SCM LTD,,
2015-07-01,574.80,Business Services,MATRIX SCM LTD,,
2015-06-17,574.80,Business Services,MATRIX SCM LTD,,
2015-06-17,574.80,Business Services,MATRIX SCM LTD,,
2015-07-01,574.80,Business Services,MATRIX SCM LTD,,
2015-07-01,574.80,Business Services,MATRIX SCM LTD,,
2015-06-17,574.80,Business Services,MATRIX SCM LTD,,
2015-07-01,574.80,Business Services,MATRIX SCM LTD,,
2015-07-01,574.80,Business Services,MATRIX SCM LTD,,
2015-07-01,574.80,Business Services,MATRIX SCM LTD,,
2015-06-17,574.80,Business Services,MATRIX SCM LTD,,
2015-07-01,574.80,Business Services,MATRIX SCM LTD,,
2015-07-01,574.80,Business Services,MATRIX SCM LTD,,
2015-06-17,591.60,Business Services,MATRIX SCM LTD,,
2015-07-01,530.97,Business Services,MATRIX SCM LTD,,
2015-06-24,1007.14,Business Services,MATRIX SCM LTD,,
2015-06-24,1007.14,Business Services,MATRIX SCM LTD,,
2015-06-03,1007.14,Business Services,MATRIX SCM LTD,,
2015-05-27,1007.14,Business Services,MATRIX SCM LTD,,
2015-05-13,1007.14,Business Services,MATRIX SCM LTD,,
2015-06-10,1007.14,Business Services,MATRIX SCM LTD,,
2015-05-20,1007.14,Business Services,MATRIX SCM LTD,,
2015-07-01,1007.14,Business Services,MATRIX SCM LTD,,
2015-04-08,1007.14,Business Services,MATRIX SCM LTD,,
2015-04-15,1007.14,Business Services,MATRIX SCM LTD,,
2015-04-29,1007.14,Business Services,MATRIX SCM LTD,,
2015-04-29,1007.14,Business Services,MATRIX SCM LTD,,
2015-05-13,1007.16,Business Services,MATRIX SCM LTD,,
2015-04-08,844.00,Business Services,MATRIX SCM LTD,,
2015-05-13,1033.09,Business Services,MATRIX SCM LTD,,
2015-05-06,1033.09,Business Services,MATRIX SCM LTD,,
2015-04-15,1033.09,Business Services,MATRIX SCM LTD,,
2015-05-13,1033.09,Business Services,MATRIX SCM LTD,,
2015-06-03,1033.09,Business Services,MATRIX SCM LTD,,
2015-05-20,1033.09,Business Services,MATRIX SCM LTD,,
2015-05-06,1050.60,Business Services,MATRIX SCM LTD,,
2015-04-15,1050.60,Business Services,MATRIX SCM LTD,,
2015-04-22,1260.72,Business Services,MATRIX SCM LTD,,
2015-06-17,1295.74,Business Services,MATRIX SCM LTD,,
2015-06-17,1295.74,Business Services,MATRIX SCM LTD,,
2015-05-06,1295.74,Business Services,MATRIX SCM LTD,,
2015-06-24,1295.74,Business Services,MATRIX SCM LTD,,
2015-06-10,1295.74,Business Services,MATRIX SCM LTD,,
2015-07-01,1295.74,Business Services,MATRIX SCM LTD,,
2015-04-29,1295.74,Business Services,MATRIX SCM LTD,,
2015-06-24,1295.74,Business Services,MATRIX SCM LTD,,
2015-06-10,1295.74,Business Services,MATRIX SCM LTD,,
2015-04-22,1295.74,Business Services,MATRIX SCM LTD,,
2015-05-27,1295.74,Business Services,MATRIX SCM LTD,,
2015-06-10,831.25,Business Services,MATRIX SCM LTD,,
2015-06-10,962.50,Business Services,MATRIX SCM LTD,,
2015-06-10,1015.00,Business Services,MATRIX SCM LTD,,
2015-04-08,1050.60,Business Services,MATRIX SCM LTD,,
2015-06-10,1085.00,Business Services,MATRIX SCM LTD,,
2015-04-15,1085.62,Business Services,MATRIX SCM LTD,,
2015-04-15,1290.00,Business Services,MATRIX SCM LTD,,
2015-06-03,1295.00,Business Services,MATRIX SCM LTD,,
2015-06-17,1295.00,Business Services,MATRIX SCM LTD,,
2015-06-10,1295.00,Business Services,MATRIX SCM LTD,,
2015-06-24,1295.00,Business Services,MATRIX SCM LTD,,
2015-06-10,1295.00,Business Services,MATRIX SCM LTD,,
2015-05-27,1295.74,Business Services,MATRIX SCM LTD,,
2015-04-29,1295.74,Business Services,MATRIX SCM LTD,,
2015-04-22,2408.00,Business Services,MATRIX SCM LTD,,
2015-06-03,1050.60,Business Services,MATRIX SCM LTD,,
2015-05-13,1050.60,Business Services,MATRIX SCM LTD,,
2015-04-08,1204.00,Business Services,MATRIX SCM LTD,,
2015-04-22,1295.74,Business Services,MATRIX SCM LTD,,
2015-06-10,1295.74,Business Services,MATRIX SCM LTD,,
2015-05-06,1295.74,Business Services,MATRIX SCM LTD,,
2015-05-20,1295.74,Business Services,MATRIX SCM LTD,,
2015-06-17,1295.74,Business Services,MATRIX SCM LTD,,
2015-06-03,1591.00,Business Services,MATRIX SCM LTD,,
2015-04-29,1591.00,Business Services,MATRIX SCM LTD,,
2015-05-06,1591.00,Business Services,MATRIX SCM LTD,,
2015-07-01,1591.00,Business Services,MATRIX SCM LTD,,
2015-06-24,1591.00,Business Services,MATRIX SCM LTD,,
2015-05-20,1591.00,Business Services,MATRIX SCM LTD,,
2015-05-20,1591.00,Business Services,MATRIX SCM LTD,,
2015-05-27,1591.00,Business Services,MATRIX SCM LTD,,
2015-06-17,1591.00,Business Services,MATRIX SCM LTD,,
2015-06-17,1591.00,Business Services,MATRIX SCM LTD,,
2015-06-17,630.36,Business Services,MATRIX SCM LTD,,
2015-07-01,645.00,Business Services,MATRIX SCM LTD,,
2015-06-03,928.03,Business Services,MATRIX SCM LTD,,
2015-04-22,1120.64,Business Services,MATRIX SCM LTD,,
2015-04-15,1190.68,Business Services,MATRIX SCM LTD,,
2015-04-08,1225.72,Business Services,MATRIX SCM LTD,,
2015-04-22,1225.72,Business Services,MATRIX SCM LTD,,
2015-04-08,1292.04,Business Services,MATRIX SCM LTD,,
2015-05-06,1295.74,Business Services,MATRIX SCM LTD,,
2015-06-17,1295.74,Business Services,MATRIX SCM LTD,,
2015-06-03,1295.74,Business Services,MATRIX SCM LTD,,
2015-07-01,1295.74,Business Services,MATRIX SCM LTD,,
2015-05-06,1295.74,Business Services,MATRIX SCM LTD,,
2015-06-17,1295.74,Business Services,MATRIX SCM LTD,,
2015-06-10,1295.74,Business Services,MATRIX SCM LTD,,
2015-05-20,1295.74,Business Services,MATRIX SCM LTD,,
2015-05-27,1295.74,Business Services,MATRIX SCM LTD,,
2015-04-29,1295.74,Business Services,MATRIX SCM LTD,,
2015-06-24,1295.74,Business Services,MATRIX SCM LTD,,
2015-05-27,1295.74,Business Services,MATRIX SCM LTD,,
2015-06-24,1295.74,Business Services,MATRIX SCM LTD,,
2015-04-29,1295.74,Business Services,MATRIX SCM LTD,,
2015-04-15,1295.74,Business Services,MATRIX SCM LTD,,
2015-05-27,1295.74,Business Services,MATRIX SCM LTD,,
2015-05-06,1295.74,Business Services,MATRIX SCM LTD,,
2015-06-10,1295.74,Business Services,MATRIX SCM LTD,,
2015-05-13,1295.74,Business Services,MATRIX SCM LTD,,
2015-04-22,1295.74,Business Services,MATRIX SCM LTD,,
2015-05-20,1295.74,Business Services,MATRIX SCM LTD,,
2015-04-22,1295.74,Business Services,MATRIX SCM LTD,,
2015-05-20,1295.74,Business Services,MATRIX SCM LTD,,
2015-05-13,1295.74,Business Services,MATRIX SCM LTD,,
2015-07-01,1295.74,Business Services,MATRIX SCM LTD,,
2015-04-29,1295.74,Business Services,MATRIX SCM LTD,,
2015-04-15,1330.76,Business Services,MATRIX SCM LTD,,
2015-06-03,1376.00,Business Services,MATRIX SCM LTD,,
2015-04-22,1376.00,Business Services,MATRIX SCM LTD,,
2015-06-10,1376.00,Business Services,MATRIX SCM LTD,,
2015-04-15,1376.00,Business Services,MATRIX SCM LTD,,
2015-05-13,1540.88,Business Services,MATRIX SCM LTD,,
2015-05-20,1540.88,Business Services,MATRIX SCM LTD,,
2015-06-17,1591.00,Business Services,MATRIX SCM LTD,,
2015-05-27,1591.00,Business Services,MATRIX SCM LTD,,
2015-06-24,2254.72,Business Services,MATRIX SCM LTD,,
2015-06-10,2254.72,Business Services,MATRIX SCM LTD,,
2015-06-24,2254.72,Business Services,MATRIX SCM LTD,,
2015-06-17,2254.72,Business Services,MATRIX SCM LTD,,
2015-07-01,2254.72,Business Services,MATRIX SCM LTD,,
2015-05-27,2254.72,Business Services,MATRIX SCM LTD,,
2015-05-20,2254.72,Business Services,MATRIX SCM LTD,,
2015-06-03,718.74,Business Services,MATRIX SCM LTD,,
2015-05-06,745.36,Business Services,MATRIX SCM LTD,,
2015-04-15,758.67,Business Services,MATRIX SCM LTD,,
2015-04-08,771.98,Business Services,MATRIX SCM LTD,,
2015-05-13,771.98,Business Services,MATRIX SCM LTD,,
2015-04-22,798.60,Business Services,MATRIX SCM LTD,,
