Date,Directotate,Service,Supplier,Order,Invoice Line Value (net of VAT),Account
2016-05,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,549.9,Direct Charges - Contractors
2016-05,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3067934,1660,Waste Management
2016-05,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3067934,1755,Waste Management
2016-05,Economic Growth,Transport & Capital Projects,TARMAC LTD,3080353,627.87,Materials
2016-05,Economic Growth,Transport & Capital Projects,TARMAC LTD,3077406,1063.9,Materials
2016-05,Economic Growth,Transport & Capital Projects,TARMAC LTD,3078515,16774.35,Direct Charges - Contractors
2016-05,Economic Growth,Transport & Capital Projects,TARMAC LTD,3080353,836,Materials
2016-05,Economic Growth,Transport & Capital Projects,TARMAC LTD,3080353,639.88,Materials
2016-05,Economic Growth,Transport & Capital Projects,TARMAC LTD,3080353,1060.05,Materials
2016-05,Economic Growth,Transport & Capital Projects,TARMAC LTD,3082045,698.59,Materials
2016-05,Economic Growth,Transport & Capital Projects,TARMAC LTD,3080353,4247.89,Materials
2016-05,Economic Growth,Transport & Capital Projects,TARMAC LTD,3077406,636.24,Materials
2016-05,Economic Growth,Transport & Capital Projects,TARMAC LTD,3077014,83316.54,Direct Charges - Contractors
2016-05,Economic Growth,Transport & Capital Projects,TARMAC LTD,3082045,701.77,Materials
2016-05,Economic Growth,Transport & Capital Projects,TARMAC LTD,3080353,1457.2,Materials
2016-05,Economic Growth,Transport & Capital Projects,TEES VALLEY COMBINED AUTHORITY,3081546,478088.1,Concessionary Fares
2016-05,Economic Growth,Transport & Capital Projects,TENSAR INTERNATIONAL LIMITED,3078901,23092,Materials
2016-05,Economic Growth,Transport & Capital Projects,THYSSENKRUPP ENCASA LIMITED,3056632,530.4,Direct Charges - Contractors
2016-05,Economic Growth,Transport & Capital Projects,TODDS HIGHWAY MAINTENANCE LTD,3062753,2800,Direct Charges - Contractors
2016-05,Economic Growth,Transport & Capital Projects,TODDS HIGHWAY MAINTENANCE LTD,3065919,1300,Materials
2016-05,Economic Growth,Transport & Capital Projects,TYNEDALE ROADSTONE LIMITED,3075424,673.2,Materials
2016-05,Economic Growth,Transport & Capital Projects,TYNEDALE ROADSTONE LIMITED,3075424,1283.85,Materials
2016-05,Economic Growth,Transport & Capital Projects,TYNEDALE ROADSTONE LIMITED,3075424,1084.78,Materials
2016-05,Economic Growth,Transport & Capital Projects,TYNEDALE ROADSTONE LIMITED,3075424,719.1,Materials
2016-05,Economic Growth,Transport & Capital Projects,TYNEDALE ROADSTONE LIMITED,3075424,619.65,Materials
2016-05,Economic Growth,Transport & Capital Projects,WERNICK HIRE LTD,3071447,535.7,Equipment
2016-05,Economic Growth,Transport & Capital Projects,WM MORRISON (D'TON) ENTERPRISE TRUST,3082189,850.8,Rent Of Facilities
2016-05,Economic Growth,Transport & Capital Projects,WM MORRISON (D'TON) ENTERPRISE TRUST,3079165,747.6,Rent Of Facilities
2016-05,Neighbourhood Services & Resources,Director of Neighbourhood Services & Resources,CIPFA,3080058,4860,Subscriptions
2016-05,Neighbourhood Services & Resources,Director of Neighbourhood Services & Resources,NLGN,0,6000,Subscriptions
2016-05,Neighbourhood Services & Resources,Director of Neighbourhood Services & Resources,THE DOCUMENT MANAGEMENT GROUP,3080834,750,Ict Software Support & Maintenance
2016-05,Neighbourhood Services & Resources,AD - Finance,CAPITA CHILDRENS SERVICES LTD,3080430,2400,Consultancy Fees
2016-05,Neighbourhood Services & Resources,AD - Finance,CIVICA,3078071,26000,Marketing & Advertising
2016-05,Neighbourhood Services & Resources,AD - Finance,CIVICA,3078071,3225,Marketing & Advertising
2016-05,Neighbourhood Services & Resources,AD - Finance,ERNST & YOUNG LLP,3075276,25544,Professional Fees & Consultancy
2016-05,Neighbourhood Services & Resources,AD - Finance,FFT EDUCATION LTD,3081382,8240,Subscriptions
2016-05,Neighbourhood Services & Resources,AD - Finance,G4S CASH SOLUTIONS (UK) LTD,0,985.44,Security Services
2016-05,Neighbourhood Services & Resources,AD - Finance,NUMBER 10 INTERIM,3080566,950,Consultancy Fees
2016-05,Neighbourhood Services & Resources,AD - Finance,OLM SYSTEMS LTD,3081456,87382.23,Ict Software Support & Maintenance
2016-05,Neighbourhood Services & Resources,AD - Finance,RELIANCE HIGH TECH,0,1201.66,Ppe Clothing & Equipment
2016-05,Neighbourhood Services & Resources,AD - Finance,SPECIALIST COMPUTER CENTRES PLC,3080692,592,Ict Hardware Purchase
2016-05,Neighbourhood Services & Resources,AD - ICT,DAISY COMMUNICATIONS LTD,0,7242.81,Telephone Costs
2016-05,Neighbourhood Services & Resources,AD - ICT,NORTHGATE PUBLIC SECTOR LIMITED,3080340,9000,Ict Hardware Purchase
2016-05,Neighbourhood Services & Resources,AD - ICT,VIRGIN MEDIA BUSINESS LIMITED,0,4110.54,Telephone Costs
2016-05,Neighbourhood Services & Resources,AD - Human Resources,A1 TRAINING & SAFETY,3081681,2000,Employee Training Course Costs
2016-05,Neighbourhood Services & Resources,AD - Human Resources,A1 TRAINING & SAFETY,3081735,1000,Employee Training Course Costs
2016-05,Neighbourhood Services & Resources,AD - Human Resources,ALLIANCE PSYCHOLOGICAL SERVICES,3082197,1568,Counselling Recharge
2016-05,Neighbourhood Services & Resources,AD - Human Resources,ALLIANCE PSYCHOLOGICAL SERVICES,3080807,1568,Counselling Recharge
2016-05,Neighbourhood Services & Resources,AD - Human Resources,BODY 2 FIT LTD,3080080,1300,Physiotherapy Recharge
2016-05,Neighbourhood Services & Resources,AD - Human Resources,BODY 2 FIT LTD,3080080,1140,Physiotherapy Recharge
2016-05,Neighbourhood Services & Resources,AD - Human Resources,CLEAPSS,3081798,1854.1,Memberships
2016-05,Neighbourhood Services & Resources,AD - Human Resources,DISCLOSURE & BARRING SERVICE,0,3272,DBS Checks
2016-05,Neighbourhood Services & Resources,AD - Human Resources,MEDACS HEALTHCARE PLC,3082221,9638.3,Professional Fees & Consultancy
2016-05,Neighbourhood Services & Resources,AD - Human Resources,MEDACS HEALTHCARE PLC,3067011,10008.74,Professional Fees & Consultancy
2016-05,Neighbourhood Services & Resources,AD - Human Resources,MH SAFETY SOLUTIONS,3081654,1125,Employee Training Course Costs
2016-05,Neighbourhood Services & Resources,AD - Human Resources,NORTH EAST REGIONAL EMPLOYERS ORG,3081312,5877,Consultancy Fees
2016-05,Neighbourhood Services & Resources,AD - Human Resources,SYD STRIKE TRAINING SOLUTIONS,3080689,520,Employee Training Course Costs
2016-05,Neighbourhood Services & Resources,Community Services,ACORN DAIRY,0,608.98,Catering Provisions
2016-05,Neighbourhood Services & Resources,Community Services,ANDREW PAGE LTD,0,1330,Materials
2016-05,Neighbourhood Services & Resources,Community Services,ANDREW PAGE LTD,3081965,900,Employee Training Course Costs
2016-05,Neighbourhood Services & Resources,Community Services,APPLIED SCIENCE ACTIVITIES,3080401,1165.5,Production Costs
2016-05,Neighbourhood Services & Resources,Community Services,ARCO,3081628,500,Equipment
2016-05,Neighbourhood Services & Resources,Community Services,ASKEWS & HOLTS LIBRARY SERVICES LTD,0,825,Books
2016-05,Neighbourhood Services & Resources,Community Services,ASSET EPOS SYSTEMS,3080613,2929,Equipment
2016-05,Neighbourhood Services & Resources,Community Services,BENFIELD VAN CENTRE (TEESIDE),0,815,Materials
2016-05,Neighbourhood Services & Resources,Community Services,BENFIELD VAN CENTRE (TEESIDE),0,815,Materials
2016-05,Neighbourhood Services & Resources,Community Services,BENFIELD VAN CENTRE (TEESIDE),0,815,Materials
2016-05,Neighbourhood Services & Resources,Community Services,BENFIELD VAN CENTRE (TEESIDE),0,815,Materials
2016-05,Neighbourhood Services & Resources,Community Services,BENFIELD VAN CENTRE (TEESIDE),0,815,Materials
2016-05,Neighbourhood Services & Resources,Community Services,BENFIELD VAN CENTRE (TEESIDE),0,815,Materials
2016-05,Neighbourhood Services & Resources,Community Services,BENFIELD VAN CENTRE (TEESIDE),0,815,Materials
2016-05,Neighbourhood Services & Resources,Community Services,BENFIELD VAN CENTRE (TEESIDE),0,815,Materials
2016-05,Neighbourhood Services & Resources,Community Services,BERENDSEN UK LTD,0,922.27,Production Costs
2016-05,Neighbourhood Services & Resources,Community Services,BESTWAY WHOLESALE LIMITED,0,628.38,Catering Provisions
2016-05,Neighbourhood Services & Resources,Community Services,BESTWAY WHOLESALE LIMITED,0,644.77,Catering Provisions
2016-05,Neighbourhood Services & Resources,Community Services,BESTWAY WHOLESALE LIMITED,0,500.77,Catering Provisions
2016-05,Neighbourhood Services & Resources,Community Services,BROXAP  LTD,3081718,550,Equipment
2016-05,Neighbourhood Services & Resources,Community Services,BUNZL CLEANING & HYGIENE SUPPLIES,3079500,942.77,Other Consumables
2016-05,Neighbourhood Services & Resources,Community Services,BUNZL CLEANING & HYGIENE SUPPLIES,3081694,851.4,Other Consumables
2016-05,Neighbourhood Services & Resources,Community Services,CHALLENGER TECHNOLOGIES LTD,3080959,2578,Ict Software Purchase
2016-05,Neighbourhood Services & Resources,Community Services,CLOTHES AID (SERVICES) LTD,0,564.45,Refuse Services
2016-05,Neighbourhood Services & Resources,Community Services,COLE MUSIC PRODUCTIONS (UK) LTD,0,11247.77,Artist Payments
2016-05,Neighbourhood Services & Resources,Community Services,CTRACK LTD,0,985.5,Ict Hardware Support & Maintenance
2016-05,Neighbourhood Services & Resources,Community Services,DASH INFORMATION SYSTEMS,3082675,753.96,Books
2016-05,Neighbourhood Services & Resources,Community Services,DEBBIE WAISTELL,3080503,1790,Agency Staff Costs - Non Teaching
2016-05,Neighbourhood Services & Resources,Community Services,DE-POEL,0,529.1,Agency Staff Costs - Non Teaching
2016-05,Neighbourhood Services & Resources,Community Services,DE-POEL,0,529.1,Agency Staff Costs - Non Teaching
2016-05,Neighbourhood Services & Resources,Community Services,DE-POEL,0,536.13,Agency Staff Costs - Non Teaching
2016-05,Neighbourhood Services & Resources,Community Services,DE-POEL,0,521.18,Agency Staff Costs - Non Teaching
2016-05,Neighbourhood Services & Resources,Community Services,DE-POEL,0,525.4,Agency Staff Costs - Non Teaching
2016-05,Neighbourhood Services & Resources,Community Services,DE-POEL,0,525.4,Agency Staff Costs - Non Teaching
2016-05,Neighbourhood Services & Resources,Community Services,DE-POEL,0,525.4,Agency Staff Costs - Non Teaching
2016-05,Neighbourhood Services & Resources,Community Services,DE-POEL,0,525.4,Agency Staff Costs - Non Teaching
2016-05,Neighbourhood Services & Resources,Community Services,DE-POEL,0,536.13,Agency Staff Costs - Non Teaching
2016-05,Neighbourhood Services & Resources,Community Services,DE-POEL,0,525.4,Agency Staff Costs - Non Teaching
2016-05,Neighbourhood Services & Resources,Community Services,DE-POEL,0,536.13,Agency Staff Costs - Non Teaching
2016-05,Neighbourhood Services & Resources,Community Services,DE-POEL,0,521.18,Agency Staff Costs - Non Teaching
2016-05,Neighbourhood Services & Resources,Community Services,DE-POEL,0,521.18,Agency Staff Costs - Non Teaching
2016-05,Neighbourhood Services & Resources,Community Services,DE-POEL,0,525.4,Agency Staff Costs - Non Teaching
2016-05,Neighbourhood Services & Resources,Community Services,DE-POEL,0,525.4,Agency Staff Costs - Non Teaching
2016-05,Neighbourhood Services & Resources,Community Services,DE-POEL,0,536.13,Agency Staff Costs - Non Teaching
2016-05,Neighbourhood Services & Resources,Community Services,DE-POEL,0,502.09,Agency Staff Costs - Non Teaching
2016-05,Neighbourhood Services & Resources,Community Services,DE-POEL,0,629.74,Agency Staff Costs - Non Teaching
2016-05,Neighbourhood Services & Resources,Community Services,DE-POEL,0,629.74,Agency Staff Costs - Non Teaching
2016-05,Neighbourhood Services & Resources,Community Services,DE-POEL,0,629.74,Agency Staff Costs - Non Teaching
2016-05,Neighbourhood Services & Resources,Community Services,DE-POEL,0,629.74,Agency Staff Costs - Non Teaching
2016-05,Neighbourhood Services & Resources,Community Services,EARLEY ORNAMENTALS LTD,3080667,1148.48,Bedding Plug Plants
2016-05,Neighbourhood Services & Resources,Community Services,EARLEY ORNAMENTALS LTD,3080667,939.05,Bedding Plug Plants
2016-05,Neighbourhood Services & Resources,Community Services,EARLEY ORNAMENTALS LTD,3080667,886.72,Bedding Plug Plants
2016-05,Neighbourhood Services & Resources,Community Services,EARLEY ORNAMENTALS LTD,3080667,1439.71,Bedding Plug Plants
2016-05,Neighbourhood Services & Resources,Community Services,EARLEY ORNAMENTALS LTD,3080667,5393.86,Bedding Plug Plants
2016-05,Neighbourhood Services & Resources,Community Services,EARLEY ORNAMENTALS LTD,3080667,2894.4,Bedding Plug Plants
2016-05,Neighbourhood Services & Resources,Community Services,EARLEY ORNAMENTALS LTD,3080667,1823.38,Bedding Plug Plants
2016-05,Neighbourhood Services & Resources,Community Services,EARLEY ORNAMENTALS LTD,3080667,2499.66,Bedding Plug Plants
2016-05,Neighbourhood Services & Resources,Community Services,EARLEY ORNAMENTALS LTD,3080628,10735,Greenhouses
2016-05,Neighbourhood Services & Resources,Community Services,EARLEY ORNAMENTALS LTD,3080667,4586.3,Bedding Plug Plants
2016-05,Neighbourhood Services & Resources,Community Services,EARLEY ORNAMENTALS LTD,3080629,1835.72,Pricking Out
2016-05,Neighbourhood Services & Resources,Community Services,EARLEY ORNAMENTALS LTD,3080667,1101.09,Bedding Plug Plants
2016-05,Neighbourhood Services & Resources,Community Services,EARLEY ORNAMENTALS LTD,3080667,1441.71,Bedding Plug Plants
2016-05,Neighbourhood Services & Resources,Community Services,EARLEY ORNAMENTALS LTD,3080667,623.51,Bedding Plug Plants
2016-05,Neighbourhood Services & Resources,Community Services,EARLEY ORNAMENTALS LTD,3080667,508.08,Bedding Plug Plants
2016-05,Neighbourhood Services & Resources,Community Services,EARLEY ORNAMENTALS LTD,3080667,527.22,Bedding Plug Plants
2016-05,Neighbourhood Services & Resources,Community Services,EARLEY ORNAMENTALS LTD,3080667,800.25,Bedding Plug Plants
2016-05,Neighbourhood Services & Resources,Community Services,EARLEY ORNAMENTALS LTD,3080667,814.05,Bedding Plug Plants
2016-05,Neighbourhood Services & Resources,Community Services,EARLEY ORNAMENTALS LTD,3080667,855.12,Bedding Plug Plants
2016-05,Neighbourhood Services & Resources,Community Services,EARLEY ORNAMENTALS LTD,3080667,982.15,Bedding Plug Plants
2016-05,Neighbourhood Services & Resources,Community Services,EARLEY ORNAMENTALS LTD,3080667,793.89,Bedding Plug Plants
2016-05,Neighbourhood Services & Resources,Community Services,EARLEY ORNAMENTALS LTD,3080667,776.97,Bedding Plug Plants
2016-05,Neighbourhood Services & Resources,Community Services,EARLEY ORNAMENTALS LTD,3080667,574.35,Bedding Plug Plants
2016-05,Neighbourhood Services & Resources,Community Services,EARLEY ORNAMENTALS LTD,3080667,955.34,Bedding Plug Plants
2016-05,Neighbourhood Services & Resources,Community Services,EAST RIDING HORTICULTURE LTD,3080951,3250.8,"Plantpots, Trees & Shrubs"
2016-05,Neighbourhood Services & Resources,Community Services,EAST RIDING HORTICULTURE LTD,3080910,3525.5,Compost
2016-05,Neighbourhood Services & Resources,Community Services,EAST RIDING HORTICULTURE LTD,3080931,6932.8,Containers
2016-05,Neighbourhood Services & Resources,Community Services,ENCHANTED ENTERTAINMENT LTD,0,14761.27,Artist Payments
2016-05,Neighbourhood Services & Resources,Community Services,ENTERPRISE RENT-A-CAR,0,575.71,Vehicle Hire
2016-05,Neighbourhood Services & Resources,Community Services,ENTERPRISE RENT-A-CAR,0,620,Vehicle Hire
2016-05,Neighbourhood Services & Resources,Community Services,ENTERPRISE RENT-A-CAR,0,686.42,Vehicle Hire
2016-05,Neighbourhood Services & Resources,Community Services,FLARE PATH PRODUCTIONS LIMITED,0,9102.78,Artist Payments
2016-05,Neighbourhood Services & Resources,Community Services,FLYING ENTERTAINMENT LIMITED,0,7000,Artist Payments
2016-05,Neighbourhood Services & Resources,Community Services,FLYING ENTERTAINMENT LIMITED,0,2763,Artist Payments
2016-05,Neighbourhood Services & Resources,Community Services,FLYING MUSIC CO  LTD,0,48671.3,Artist Payments
2016-05,Neighbourhood Services & Resources,Community Services,FLYING MUSIC CO  LTD,0,4300.2,Programme Sales Paid To Others
2016-05,Neighbourhood Services & Resources,Community Services,G & A SECURITY,0,1629.75,Repairs - Intruder Alarms
2016-05,Neighbourhood Services & Resources,Community Services,G PRUDHOE AND CO LTD,3081475,590.15,Equipment
2016-05,Neighbourhood Services & Resources,Community Services,GROUNDWORK NORTH EAST,3078973,700,Routine Maintenance
2016-05,Neighbourhood Services & Resources,Community Services,GROUNDWORK NORTH EAST,3080400,7282.5,Routine Maintenance
2016-05,Neighbourhood Services & Resources,Community Services,HANDSHAKE LTD,0,14000,Artist Payments
2016-05,Neighbourhood Services & Resources,Community Services,HARVEST ENERGY,3080671,1081.5,Vehicle Fuel
2016-05,Neighbourhood Services & Resources,Community Services,HARVEST ENERGY,3080671,17966.02,Vehicle Fuel
2016-05,Neighbourhood Services & Resources,Community Services,HARVEST ENERGY,3081802,18399.26,Vehicle Fuel
2016-05,Neighbourhood Services & Resources,Community Services,HILTON CABINET COMPANY LTD,3077341,595.14,Books
2016-05,Neighbourhood Services & Resources,Community Services,HOPWELLS LIMITED,0,535.13,Catering Provisions
2016-05,Neighbourhood Services & Resources,Community Services,HUMMERSKNOTT ACTIVE LTD,3082656,500,Hospitality & Room Hire
2016-05,Neighbourhood Services & Resources,Community Services,INDOOR OUTDOOR,0,2975,Other Supplies & Services
2016-05,Neighbourhood Services & Resources,Community Services,INSIGHT DIRECT (UK) LTD,3081273,700,Ict Hardware Purchase
2016-05,Neighbourhood Services & Resources,Community Services,J & B RECYCLING LTD,0,1185,Domestic Waste
2016-05,Neighbourhood Services & Resources,Community Services,J P LENNARD LTD,3082195,3753.85,Equipment
2016-05,Neighbourhood Services & Resources,Community Services,JAMES FLETCHER,3082194,2533.13,Other Supplies & Services
2016-05,Neighbourhood Services & Resources,Community Services,LEEMING ASSOCIATES LTD,3081502,500,Routine Maintenance
2016-05,Neighbourhood Services & Resources,Community Services,LONGFIELD ACADEMY OF SPORT,3081454,21250,Equipment
2016-05,Neighbourhood Services & Resources,Community Services,M T AUDIO SYSTEMS,3081592,655,Production Costs
2016-05,Neighbourhood Services & Resources,Community Services,MATTHEW CLARK WHOLESALE LTD,0,903.03,Bar Provisions For Resale
2016-05,Neighbourhood Services & Resources,Community Services,MATTHEW CLARK WHOLESALE LTD,0,783.82,Bar Provisions For Resale
2016-05,Neighbourhood Services & Resources,Community Services,MATTHEW CLARK WHOLESALE LTD,0,1489.97,Bar Provisions For Resale
2016-05,Neighbourhood Services & Resources,Community Services,MATTHEW CLARK WHOLESALE LTD,0,655.05,Bar Provisions For Resale
2016-05,Neighbourhood Services & Resources,Community Services,MATTHEW CLARK WHOLESALE LTD,0,506.18,Bar Provisions For Resale
2016-05,Neighbourhood Services & Resources,Community Services,MATTHEW CLARK WHOLESALE LTD,0,1050.85,Bar Provisions For Resale
2016-05,Neighbourhood Services & Resources,Community Services,MB AUDIO VISUAL LTD,0,1600,Other Supplies & Services
2016-05,Neighbourhood Services & Resources,Community Services,NABMA,0,795,Other Supplies & Services
2016-05,Neighbourhood Services & Resources,Community Services,NORTH EAST TRUCK & VAN LTD,0,1174.36,Materials
2016-05,Neighbourhood Services & Resources,Community Services,NORTH TEES & HARTLEPOOL NHS F TRUST,3080492,612.72,Chemicals
2016-05,Neighbourhood Services & Resources,Community Services,NORTHERN MUNICIPAL SPARES LIMITED (PROBRUSH),3081685,826.47,Other Supplies & Services
2016-05,Neighbourhood Services & Resources,Community Services,OTIS PLC,0,757.62,Building Repairs And Maintenance
2016-05,Neighbourhood Services & Resources,Community Services,PHILIP HODGSON,3083052,554.37,Agency Staff Costs - Non Teaching
2016-05,Neighbourhood Services & Resources,Community Services,PHOENIX DANCE THEATRE,0,2000,Artist Payments
2016-05,Neighbourhood Services & Resources,Community Services,PHS GROUP,0,548.1,Refuse Services
2016-05,Neighbourhood Services & Resources,Community Services,POOL COVER SYSTEMS UK,3078661,6726,Building Repairs And Maintenance
2016-05,Neighbourhood Services & Resources,Community Services,PROSPEC LTD,3079754,625,Equipment
2016-05,Neighbourhood Services & Resources,Community Services,RECORD RSS LTD,3078960,5005,Building Repairs And Maintenance
2016-05,Neighbourhood Services & Resources,Community Services,ROBERT MORDECAI,0,2420,Employee Training Course Costs
2016-05,Neighbourhood Services & Resources,Community Services,ROYAL GEOGRAPHICAL SOCIETY,0,728.02,Artist Payments
2016-05,Neighbourhood Services & Resources,Community Services,SCHOTT REMOVALS TRANSPORT LTD,3067043,691.6,Other Supplies & Services
2016-05,Neighbourhood Services & Resources,Community Services,SCHOTT REMOVALS TRANSPORT LTD,3082026,1213.33,Other Supplies & Services
2016-05,Neighbourhood Services & Resources,Community Services,SEVERNSIDE WHOLESALERS LTD,3080592,941.39,Items For Resale
2016-05,Neighbourhood Services & Resources,Community Services,SPORTMAX,0,954.3,Items For Resale
2016-05,Neighbourhood Services & Resources,Community Services,STONEGRAVE AGGREGATES LTD,3068970,247771.18,Waste Management
2016-05,Neighbourhood Services & Resources,Community Services,STONEGRAVE AGGREGATES LTD,3068970,40811.6,Waste Management
2016-05,Neighbourhood Services & Resources,Community Services,STONEGRAVE AGGREGATES LTD,3073186,950,Equipment Hire
2016-05,Neighbourhood Services & Resources,Community Services,STONEGRAVE AGGREGATES LTD,3068970,256091.66,Waste Management
2016-05,Neighbourhood Services & Resources,Community Services,STONEGRAVE AGGREGATES LTD,3068970,25181.58,Waste Management
2016-05,Neighbourhood Services & Resources,Community Services,SUPERKRUSH,3072137,3857,Professional Fees & Consultancy
2016-05,Neighbourhood Services & Resources,Community Services,TARMAC LTD,3081733,632.8,Materials
2016-05,Neighbourhood Services & Resources,Community Services,THE BIRMINGHAM STAGE COMPANY,0,40000,Artist Payments
2016-05,Neighbourhood Services & Resources,Community Services,THE DESIGN CONCEPT,3082490,2950,Consultancy Fees
2016-05,Neighbourhood Services & Resources,Community Services,THE PERFORMING RIGHT SOCIETY LIMITED,0,822.94,Other Supplies & Services
2016-05,Neighbourhood Services & Resources,Community Services,THE STEAM MACHINE BREWING CO LTD,3081232,556.8,Items For Resale
2016-05,Neighbourhood Services & Resources,Community Services,THE TOURING CONSORTIUM LTD,0,14847.46,Artist Payments
2016-05,Neighbourhood Services & Resources,Community Services,WESTWOOD TIMBER & FENCING,3079225,3250,Other Supplies & Services
2016-05,Neighbourhood Services & Resources,Community Services,WHITEHOUSE FUNERAL SERVICE LTD,3082033,722.84,Contract Funerals
2016-05,Neighbourhood Services & Resources,Community Services,WICKSTEED LEISURE LTD,3079266,1341,Building Repairs And Maintenance
2016-05,Neighbourhood Services & Resources,Community Services,WOODCRAFT UK LTD,3079012,832,Furniture
2016-05,Neighbourhood Services & Resources,Community Services,XN LEISURE SYSTEMS LTD,3079608,700,Other Supplies & Services
2016-05,Neighbourhood Services & Resources,Legal & Procurement,ALPHA BIO LABS,3082608,720,Professional Fees & Consultancy
2016-05,Neighbourhood Services & Resources,Legal & Procurement,JANINE RICHARDS,3082097,800,Professional Fees & Consultancy
2016-05,Neighbourhood Services & Resources,Legal & Procurement,JANINE RICHARDS,3082096,1700,Professional Fees & Consultancy
2016-05,Neighbourhood Services & Resources,Legal & Procurement,KATE DODDS,3082087,600,Professional Fees & Consultancy
2016-05,Neighbourhood Services & Resources,Legal & Procurement,MISS COLLETTE PRICE,3082095,600,Professional Fees & Consultancy
2016-05,Neighbourhood Services & Resources,Legal & Procurement,MISS VILMA VODANOVIC,3082496,600,Professional Fees & Consultancy
2016-05,Neighbourhood Services & Resources,Legal & Procurement,NEIL COOKSON,3071632,1841.5,Professional Fees & Consultancy
2016-05,Neighbourhood Services & Resources,Legal & Procurement,ROGER KENNINGTON CONSULTING,3082628,837.23,Professional Fees & Consultancy
2016-05,Neighbourhood Services & Resources,Legal & Procurement,THOMSON REUTERS,3080454,10610.74,Subscriptions
2016-05,Neighbourhood Services & Resources,"Customer Services, Admin & Democratic",ADARE LIMITED,3082234,1216.8,Printing
2016-05,Neighbourhood Services & Resources,"Customer Services, Admin & Democratic",NORTH EAST REGIONAL EMPLOYERS ORG,3081064,15680,Subscriptions
2016-05,Neighbourhood Services & Resources,"Customer Services, Admin & Democratic",NORTHGATE PUBLIC SERVICES (UK) LTD,3064412,690,Other Supplies & Services
2016-05,Neighbourhood Services & Resources,"Customer Services, Admin & Democratic",NORTHGATE PUBLIC SERVICES (UK) LTD,3078848,915.4,Other Supplies & Services
2016-05,Neighbourhood Services & Resources,"Customer Services, Admin & Democratic",ROYAL MAIL NORTH EAST,0,1643.4,Postages
2016-05,Neighbourhood Services & Resources,"Customer Services, Admin & Democratic",ROYAL MAIL NORTH EAST,0,1147.6,Postages
2016-05,Neighbourhood Services & Resources,"Customer Services, Admin & Democratic",ROYAL MAIL NORTH EAST,0,1600.98,Postages
2016-05,Neighbourhood Services & Resources,"Customer Services, Admin & Democratic",ROYAL MAIL NORTH EAST,0,8289.46,Postages
2016-05,Neighbourhood Services & Resources,"Customer Services, Admin & Democratic",ROYAL MAIL NORTH EAST,0,1133.39,Postages
2016-05,Neighbourhood Services & Resources,"Customer Services, Admin & Democratic",WHISTL UK LIMITED,0,980.28,Postages
2016-05,Neighbourhood Services & Resources,"Customer Services, Admin & Democratic",WHISTL UK LIMITED,0,2730.09,Postages
2016-05,Neighbourhood Services & Resources,"Customer Services, Admin & Democratic",WHISTL UK LIMITED,0,1212.92,Postages
2016-05,Neighbourhood Services & Resources,"Customer Services, Admin & Democratic",WHISTL UK LIMITED,0,1461.17,Postages
2016-05,Neighbourhood Services & Resources,"Customer Services, Admin & Democratic",WHISTL UK LIMITED,0,1316.81,Postages
2016-05,Neighbourhood Services & Resources,"Customer Services, Admin & Democratic",WHISTL UK LIMITED,0,1895.49,Postages
2016-05,Neighbourhood Services & Resources,"Customer Services, Admin & Democratic",WHISTL UK LIMITED,0,1429.96,Postages
2016-05,Neighbourhood Services & Resources,"Customer Services, Admin & Democratic",XPRESS SOFTWARE SOLUTIONS LTD,3082394,12410.61,Ict Software Support & Maintenance
2016-05,Neighbourhood Services & Resources,Housing General Fund,ALBANY OFFICE FURNITURE SOLUTIONS,3080278,599,Equipment
2016-05,Neighbourhood Services & Resources,Housing General Fund,CRITIQOM LIMITED,3082470,2960.91,Postages
2016-05,Neighbourhood Services & Resources,Housing General Fund,CRITIQOM LIMITED,3082470,772.35,Postages
2016-05,Neighbourhood Services & Resources,Housing General Fund,CRITIQOM LIMITED,3082470,2960.91,Postages
2016-05,Neighbourhood Services & Resources,Housing General Fund,CRITIQOM LIMITED,3082470,772.35,Postages
2016-05,Neighbourhood Services & Resources,Housing General Fund,DE-POEL,0,1017.5,Agency Staff Costs - Non Teaching
2016-05,Neighbourhood Services & Resources,Housing General Fund,DE-POEL,0,907.5,Agency Staff Costs - Non Teaching
2016-05,Neighbourhood Services & Resources,Housing General Fund,DE-POEL,0,1017.5,Agency Staff Costs - Non Teaching
2016-05,Neighbourhood Services & Resources,Housing General Fund,DE-POEL,0,1017.5,Agency Staff Costs - Non Teaching
2016-05,Neighbourhood Services & Resources,Housing General Fund,DE-POEL,0,1017.5,Agency Staff Costs - Non Teaching
2016-05,Neighbourhood Services & Resources,Housing General Fund,GRANGE IT LIMITED,3082475,1480,Ict Hardware Support & Maintenance
2016-05,Neighbourhood Services & Resources,Housing General Fund,HARROWGATE HILL LODGE,3080670,1938,Board & Lodgings For Homeless Clients
2016-05,Neighbourhood Services & Resources,Housing General Fund,MAG:NET SOLUTIONS LTD,3082040,909.6,Professional Fees & Consultancy
2016-05,Neighbourhood Services & Resources,Housing General Fund,NORTHUMBRIAN WATER,0,1692,Discount On Collection - Nwl
