Date,Directotate,Service,Supplier,Order,Invoice Line Value (net of VAT),Account
2016-06,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,530.4,Direct Charges - Contractors
2016-06,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,795.6,Direct Charges - Contractors
2016-06,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,518.4,Direct Charges - Contractors
2016-06,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,1152,Direct Charges - Contractors
2016-06,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,1728,Direct Charges - Contractors
2016-06,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,576.6,Direct Charges - Contractors
2016-06,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081944,975,Waste Management
2016-06,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081944,1755,Waste Management
2016-06,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,632.4,Direct Charges - Contractors
2016-06,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,632.4,Direct Charges - Contractors
2016-06,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,755.55,Direct Charges - Contractors
2016-06,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,725.4,Direct Charges - Contractors
2016-06,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,754.8,Direct Charges - Contractors
2016-06,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,503.2,Direct Charges - Contractors
2016-06,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,576,Direct Charges - Contractors
2016-06,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,549.9,Direct Charges - Contractors
2016-06,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,652.8,Direct Charges - Contractors
2016-06,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,633.3,Direct Charges - Contractors
2016-06,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081944,1850,Waste Management
2016-06,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081944,665,Waste Management
2016-06,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,1209,Direct Charges - Contractors
2016-06,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,725.4,Direct Charges - Contractors
2016-06,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,1376,Direct Charges - Contractors
2016-06,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,845.6,Direct Charges - Contractors
2016-06,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,1326,Direct Charges - Contractors
2016-06,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,795.6,Direct Charges - Contractors
2016-06,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,549.9,Direct Charges - Contractors
2016-06,Economic Growth,Transport & Capital Projects,TARMAC LTD,3078902,961.45,Materials
2016-06,Economic Growth,Transport & Capital Projects,TARMAC LTD,3082071,36850.13,Direct Charges - Contractors
2016-06,Economic Growth,Transport & Capital Projects,TARMAC LTD,3078902,2130.36,Materials
2016-06,Economic Growth,Transport & Capital Projects,TARMAC LTD,3082661,1404.07,Materials
2016-06,Economic Growth,Transport & Capital Projects,TARMAC LTD,3078902,2471.86,Materials
2016-06,Economic Growth,Transport & Capital Projects,TARMAC LTD,3082045,665.41,Materials
2016-06,Economic Growth,Transport & Capital Projects,TARMAC LTD,3078902,1184.42,Materials
2016-06,Economic Growth,Transport & Capital Projects,TARMAC LTD,3082072,1657.4,Materials
2016-06,Economic Growth,Transport & Capital Projects,TARMAC LTD,3082072,2320.06,Materials
2016-06,Economic Growth,Transport & Capital Projects,TARMAC LTD,3082045,671.06,Materials
2016-06,Economic Growth,Transport & Capital Projects,TARMAC LTD,3082045,1050.18,Materials
2016-06,Economic Growth,Transport & Capital Projects,TARMAC LTD,3082232,806.79,Materials
2016-06,Economic Growth,Transport & Capital Projects,TARMAC LTD,3082232,4206.43,Materials
2016-06,Economic Growth,Transport & Capital Projects,TARMAC LTD,3084326,699.3,Materials
2016-06,Economic Growth,Transport & Capital Projects,TARMAC LTD,3084326,689.41,Materials
2016-06,Economic Growth,Transport & Capital Projects,TARMAC LTD,3078902,556.31,Materials
2016-06,Economic Growth,Transport & Capital Projects,TARMAC LTD,3082045,698.94,Materials
2016-06,Economic Growth,Transport & Capital Projects,TARMAC LTD,3078515,20171.58,Direct Charges - Contractors
2016-06,Economic Growth,Transport & Capital Projects,TARMAC LTD,3078902,957.37,Materials
2016-06,Economic Growth,Transport & Capital Projects,TARMAC TRADING LIMITED,3081435,49985.81,Direct Charges - Contractors
2016-06,Economic Growth,Transport & Capital Projects,TEES VALLEY COMBINED AUTHORITY,3081546,239040,Concessionary Fares
2016-06,Economic Growth,Transport & Capital Projects,TODDS HIGHWAY MAINTENANCE LTD,3080297,1235,Containers
2016-06,Economic Growth,Transport & Capital Projects,TODDS HIGHWAY MAINTENANCE LTD,3081941,950,Direct Charges - Contractors
2016-06,Economic Growth,Transport & Capital Projects,TODDS HIGHWAY MAINTENANCE LTD,3080297,1235,Containers
2016-06,Economic Growth,Transport & Capital Projects,TYNEDALE ROADSTONE LIMITED,3081945,7384.5,Materials
2016-06,Economic Growth,Transport & Capital Projects,TYNEDALE ROADSTONE LIMITED,3081945,5939.89,Materials
2016-06,Economic Growth,Transport & Capital Projects,TYNEDALE ROADSTONE LIMITED,3081945,2355.75,Materials
2016-06,Economic Growth,Transport & Capital Projects,TYNEDALE ROADSTONE LIMITED,3081945,2112.75,Materials
2016-06,Economic Growth,Transport & Capital Projects,TYNEDALE ROADSTONE LIMITED,3081945,2065.5,Materials
2016-06,Economic Growth,Transport & Capital Projects,TYNEDALE ROADSTONE LIMITED,3081945,3659.04,Materials
2016-06,Economic Growth,Transport & Capital Projects,TYNEDALE ROADSTONE LIMITED,3075424,1151.55,Materials
2016-06,Economic Growth,Transport & Capital Projects,TYNEDALE ROADSTONE LIMITED,3081945,1187.01,Materials
2016-06,Economic Growth,Transport & Capital Projects,TYNEDALE ROADSTONE LIMITED,3081945,2046.6,Materials
2016-06,Economic Growth,Transport & Capital Projects,TYNEDALE ROADSTONE LIMITED,3081945,1161.6,Materials
2016-06,Economic Growth,Transport & Capital Projects,TYNEDALE ROADSTONE LIMITED,3081945,665.5,Materials
2016-06,Economic Growth,Transport & Capital Projects,TYNEDALE ROADSTONE LIMITED,3081945,4417.71,Materials
2016-06,Economic Growth,Transport & Capital Projects,TYNEDALE ROADSTONE LIMITED,3081945,3403.35,Materials
2016-06,Economic Growth,Transport & Capital Projects,TYNEDALE ROADSTONE LIMITED,3081945,1290.6,Materials
2016-06,Economic Growth,Transport & Capital Projects,TYNEDALE ROADSTONE LIMITED,3081945,3034.68,Materials
2016-06,Economic Growth,Transport & Capital Projects,TYNEDALE ROADSTONE LIMITED,3081945,647.35,Materials
2016-06,Economic Growth,Transport & Capital Projects,TYNEDALE ROADSTONE LIMITED,3081945,1328.4,Materials
2016-06,Economic Growth,Transport & Capital Projects,TYNEDALE ROADSTONE LIMITED,3081945,5463.15,Materials
2016-06,Economic Growth,Transport & Capital Projects,TYNEDALE ROADSTONE LIMITED,3081945,1663.75,Materials
2016-06,Economic Growth,Transport & Capital Projects,TYNEDALE ROADSTONE LIMITED,3081945,1310.85,Materials
2016-06,Economic Growth,Transport & Capital Projects,WERNICK HIRE LTD,3071447,553.6,Equipment
2016-06,Economic Growth,Joint Levies & Boards,DURHAM COUNTY COUNCIL,0,170873.84,Contributions/Donations
2016-06,Economic Growth,Joint Levies & Boards,ENVIRONMENT AGENCY,0,25236,Contributions/Donations
2016-06,Neighbourhood Services & Resources,Director of Neighbourhood Services & Resources,THE DOCUMENT MANAGEMENT GROUP,3082614,2800,Ict Software Purchase
2016-06,Neighbourhood Services & Resources,AD - Finance,CDC RESPOND,3082899,2542.22,Ict Hardware Support & Maintenance
2016-06,Neighbourhood Services & Resources,AD - Finance,CIVICA,3079115,8950,Other Supplies & Services
2016-06,Neighbourhood Services & Resources,AD - Finance,COLLIERS INTERNATIONAL,3083539,5819.27,Other Supplies & Services
2016-06,Neighbourhood Services & Resources,AD - Finance,DURHAM COUNTY COUNCIL,0,40655.23,Pension Increase Pay
2016-06,Neighbourhood Services & Resources,AD - Finance,G4S CASH SOLUTIONS (UK) LTD,0,717.6,Security Services
2016-06,Neighbourhood Services & Resources,AD - Finance,ICO,3084108,500,Memberships
2016-06,Neighbourhood Services & Resources,AD - Finance,NUMBER 10 INTERIM,3082691,950,Consultancy Fees
2016-06,Neighbourhood Services & Resources,AD - Finance,NUMBER 10 INTERIM,3083704,950,Consultancy Fees
2016-06,Neighbourhood Services & Resources,AD - Finance,OLM SYSTEMS LTD,3081456,3902.62,Ict Software Support & Maintenance
2016-06,Neighbourhood Services & Resources,AD - Finance,PRICE WATERHOUSE COOPERS,0,3400,Professional Fees & Consultancy
2016-06,Neighbourhood Services & Resources,AD - ICT,BT TELEPHONE PAYMENT CENTRE,0,2070.93,Telephone Costs
2016-06,Neighbourhood Services & Resources,AD - ICT,DAISY COMMUNICATIONS LTD,0,6734.38,Telephone Costs
2016-06,Neighbourhood Services & Resources,AD - ICT,VIRGIN MEDIA BUSINESS LIMITED,0,3967.75,Telephone Costs
2016-06,Neighbourhood Services & Resources,AD - Human Resources,BODY 2 FIT LTD,3082198,920,Physiotherapy Recharge
2016-06,Neighbourhood Services & Resources,AD - Human Resources,DISCLOSURE & BARRING SERVICE,0,1478,DBS Checks
2016-06,Neighbourhood Services & Resources,AD - Human Resources,LANGTON (MEDICAL TRAINING) LTD,3082220,540,Employee Training Course Costs
2016-06,Neighbourhood Services & Resources,AD - Human Resources,MEDACS HEALTHCARE PLC,3082221,9938.18,Professional Fees & Consultancy
2016-06,Neighbourhood Services & Resources,AD - Human Resources,SYD STRIKE TRAINING SOLUTIONS,3082950,520,Employee Training Course Costs
2016-06,Neighbourhood Services & Resources,AD - Human Resources,SYD STRIKE TRAINING SOLUTIONS,3082951,520,Employee Training Course Costs
2016-06,Neighbourhood Services & Resources,Community Services,ABACUS PLAYGROUNDS LTD,3081980,1300,Building Repairs And Maintenance
2016-06,Neighbourhood Services & Resources,Community Services,ACORN DAIRY,0,692.28,Catering Provisions
2016-06,Neighbourhood Services & Resources,Community Services,AIR PRODUCTS PLC,3080471,683.86,Chemicals
2016-06,Neighbourhood Services & Resources,Community Services,AIR PRODUCTS PLC,3080471,689.51,Chemicals
2016-06,Neighbourhood Services & Resources,Community Services,AIR PRODUCTS PLC,3080471,611.16,Chemicals
2016-06,Neighbourhood Services & Resources,Community Services,ARRANPAUL AUDIO LTD,3083785,1922,Equipment Hire
2016-06,Neighbourhood Services & Resources,Community Services,BARR & WRAY LTD,3077261,6748,Other Supplies & Services
2016-06,Neighbourhood Services & Resources,Community Services,BERENDSEN UK LTD,0,708.36,Production Costs
2016-06,Neighbourhood Services & Resources,Community Services,BEST UNION UK LTD,0,930.82,Ict Software Support & Maintenance
2016-06,Neighbourhood Services & Resources,Community Services,BESTWAY WHOLESALE LIMITED,0,510.5,Catering Provisions
2016-06,Neighbourhood Services & Resources,Community Services,BUNZL CLEANING & HYGIENE SUPPLIES,0,507.96,Cleaning Materials & Consumables
2016-06,Neighbourhood Services & Resources,Community Services,BUNZL CLEANING & HYGIENE SUPPLIES,0,518.15,Cleaning Materials & Consumables
2016-06,Neighbourhood Services & Resources,Community Services,CARRS BILLINGTON AGRICULTURE,0,1970.56,Materials
2016-06,Neighbourhood Services & Resources,Community Services,CARRS BILLINGTON AGRICULTURE,0,504,Materials
2016-06,Neighbourhood Services & Resources,Community Services,C-TECH SOLUTIONS LTD,3082488,583,Ict Hardware Purchase
2016-06,Neighbourhood Services & Resources,Community Services,CTRACK LTD,0,985.5,Ict Hardware Support & Maintenance
2016-06,Neighbourhood Services & Resources,Community Services,CTRACK LTD,0,985.5,Ict Hardware Support & Maintenance
2016-06,Neighbourhood Services & Resources,Community Services,DE-POEL,0,502.09,Agency Staff Costs - Non Teaching
2016-06,Neighbourhood Services & Resources,Community Services,DE-POEL,0,521.18,Agency Staff Costs - Non Teaching
2016-06,Neighbourhood Services & Resources,Community Services,DE-POEL,0,525.4,Agency Staff Costs - Non Teaching
2016-06,Neighbourhood Services & Resources,Community Services,DE-POEL,0,525.4,Agency Staff Costs - Non Teaching
2016-06,Neighbourhood Services & Resources,Community Services,DE-POEL,0,525.4,Agency Staff Costs - Non Teaching
2016-06,Neighbourhood Services & Resources,Community Services,DE-POEL,0,524.01,Agency Staff Costs - Non Teaching
2016-06,Neighbourhood Services & Resources,Community Services,DE-POEL,0,536.13,Agency Staff Costs - Non Teaching
2016-06,Neighbourhood Services & Resources,Community Services,DE-POEL,0,629.74,Agency Staff Costs - Non Teaching
2016-06,Neighbourhood Services & Resources,Community Services,DE-POEL,0,521.18,Agency Staff Costs - Non Teaching
2016-06,Neighbourhood Services & Resources,Community Services,DE-POEL,0,509.85,Agency Staff Costs - Non Teaching
2016-06,Neighbourhood Services & Resources,Community Services,DE-POEL,0,629.74,Agency Staff Costs - Non Teaching
2016-06,Neighbourhood Services & Resources,Community Services,DE-POEL,0,525.4,Agency Staff Costs - Non Teaching
2016-06,Neighbourhood Services & Resources,Community Services,DE-POEL,0,608.28,Agency Staff Costs - Non Teaching
2016-06,Neighbourhood Services & Resources,Community Services,DE-POEL,0,608.28,Agency Staff Costs - Non Teaching
2016-06,Neighbourhood Services & Resources,Community Services,DE-POEL,0,636.03,Agency Staff Costs - Non Teaching
2016-06,Neighbourhood Services & Resources,Community Services,DE-POEL,0,552.48,Agency Staff Costs - Non Teaching
2016-06,Neighbourhood Services & Resources,Community Services,DE-POEL,0,525.4,Agency Staff Costs - Non Teaching
2016-06,Neighbourhood Services & Resources,Community Services,DE-POEL,0,541.68,Agency Staff Costs - Non Teaching
2016-06,Neighbourhood Services & Resources,Community Services,DE-POEL,0,541.68,Agency Staff Costs - Non Teaching
2016-06,Neighbourhood Services & Resources,Community Services,DE-POEL,0,541.68,Agency Staff Costs - Non Teaching
2016-06,Neighbourhood Services & Resources,Community Services,DE-POEL,0,541.68,Agency Staff Costs - Non Teaching
2016-06,Neighbourhood Services & Resources,Community Services,DE-POEL,0,541.68,Agency Staff Costs - Non Teaching
2016-06,Neighbourhood Services & Resources,Community Services,DE-POEL,0,541.68,Agency Staff Costs - Non Teaching
2016-06,Neighbourhood Services & Resources,Community Services,DE-POEL,0,541.68,Agency Staff Costs - Non Teaching
2016-06,Neighbourhood Services & Resources,Community Services,DE-POEL,0,541.68,Agency Staff Costs - Non Teaching
2016-06,Neighbourhood Services & Resources,Community Services,DE-POEL,0,541.68,Agency Staff Costs - Non Teaching
2016-06,Neighbourhood Services & Resources,Community Services,EARLEY ORNAMENTALS LTD,3080667,2357.23,Bedding Plug Plants
2016-06,Neighbourhood Services & Resources,Community Services,EARLEY ORNAMENTALS LTD,3080667,594,Bedding Plug Plants
2016-06,Neighbourhood Services & Resources,Community Services,EARLEY ORNAMENTALS LTD,3080667,675.36,Bedding Plug Plants
2016-06,Neighbourhood Services & Resources,Community Services,EARLEY ORNAMENTALS LTD,3080667,1553.8,Bedding Plug Plants
2016-06,Neighbourhood Services & Resources,Community Services,EARLEY ORNAMENTALS LTD,3080667,646.41,Bedding Plug Plants
2016-06,Neighbourhood Services & Resources,Community Services,EARLEY ORNAMENTALS LTD,3080667,1416.21,Bedding Plug Plants
2016-06,Neighbourhood Services & Resources,Community Services,EASBY FLOORING LTD,3081723,1874,Building Repairs And Maintenance
2016-06,Neighbourhood Services & Resources,Community Services,EASBY FLOORING LTD,0,636.56,Building Repairs And Maintenance
2016-06,Neighbourhood Services & Resources,Community Services,EAST RIDING HORTICULTURE LTD,3081983,1575,Chemicals
2016-06,Neighbourhood Services & Resources,Community Services,ESTATES GAZETTE,3082811,2430,Marketing & Advertising
2016-06,Neighbourhood Services & Resources,Community Services,G & A SECURITY,0,1230,Security Services
2016-06,Neighbourhood Services & Resources,Community Services,GELPACK EXCELSIOR LIMITED,0,1282.5,Other Supplies & Services
2016-06,Neighbourhood Services & Resources,Community Services,GLOBAL MARKETING GROUP LIMITED,0,985.83,Merchandise Sales Paid To Others
2016-06,Neighbourhood Services & Resources,Community Services,GLOBAL MARKETING GROUP LIMITED,0,1211,Merchandise Sales Paid To Others
2016-06,Neighbourhood Services & Resources,Community Services,GROUNDWORK NORTH EAST,3080507,2569.86,3Rd Part Apprentices
2016-06,Neighbourhood Services & Resources,Community Services,HANDSHAKE LTD,0,5638.7,Artist Payments
2016-06,Neighbourhood Services & Resources,Community Services,HARVEST ENERGY,3082928,16538.63,Vehicle Fuel
2016-06,Neighbourhood Services & Resources,Community Services,HARVEST ENERGY,3082928,1657.6,Vehicle Fuel
2016-06,Neighbourhood Services & Resources,Community Services,HARVEST ENERGY,3082373,13972.95,Vehicle Fuel
2016-06,Neighbourhood Services & Resources,Community Services,HEINEKEN UK,0,1313.55,Bar Provisions For Resale
2016-06,Neighbourhood Services & Resources,Community Services,HEINEKEN UK,0,1091.5,Bar Provisions For Resale
2016-06,Neighbourhood Services & Resources,Community Services,HEINEKEN UK,0,1106.79,Bar Provisions For Resale
2016-06,Neighbourhood Services & Resources,Community Services,HEINEKEN UK,0,1107.02,Bar Provisions For Resale
2016-06,Neighbourhood Services & Resources,Community Services,HULLEYS,0,631.6,Catering Provisions
2016-06,Neighbourhood Services & Resources,Community Services,INDOOR OUTDOOR,0,3718,Other Supplies & Services
2016-06,Neighbourhood Services & Resources,Community Services,INSTITUTE OF SWIMMING LTD,0,598,Employee Training Course Costs
2016-06,Neighbourhood Services & Resources,Community Services,J P LENNARD LTD,3082400,517.17,Equipment
2016-06,Neighbourhood Services & Resources,Community Services,JAMIE WILSON PRODUCTIONS LTD,0,4125.06,Artist Payments
2016-06,Neighbourhood Services & Resources,Community Services,LS SYSTEMS LTD,3083217,2857.25,Compost
2016-06,Neighbourhood Services & Resources,Community Services,LS SYSTEMS LTD,3080911,2536.25,Compost
2016-06,Neighbourhood Services & Resources,Community Services,MARI WILSON,0,2500,Artist Payments
2016-06,Neighbourhood Services & Resources,Community Services,MATTHEW CLARK WHOLESALE LTD,0,1332.6,Bar Provisions For Resale
2016-06,Neighbourhood Services & Resources,Community Services,MATTHEW CLARK WHOLESALE LTD,0,800.83,Bar Provisions For Resale
2016-06,Neighbourhood Services & Resources,Community Services,MATTHEW CLARK WHOLESALE LTD,0,791.66,Bar Provisions For Resale
2016-06,Neighbourhood Services & Resources,Community Services,MULTICORD,3080490,3100,Production Costs
2016-06,Neighbourhood Services & Resources,Community Services,NEWSQUEST MEDIA GROUP,3083547,1000,Marketing & Advertising
2016-06,Neighbourhood Services & Resources,Community Services,NORTHERN MUNICIPAL SPARES LIMITED (PROBRUSH),3080795,1389.42,Other Supplies & Services
2016-06,Neighbourhood Services & Resources,Community Services,NORTHUMBRIAN WATER,0,4315.33,Water Charges
2016-06,Neighbourhood Services & Resources,Community Services,NORTHUMBRIAN WATER,0,1272.61,Water Charges
2016-06,Neighbourhood Services & Resources,Community Services,NPOWER NORTHERN FINANCE,0,649.59,Electricity
2016-06,Neighbourhood Services & Resources,Community Services,ONE BIGGINS LTD,0,1000,Artist Payments
2016-06,Neighbourhood Services & Resources,Community Services,PELICAN ROUGE COFFEE SOLUTIONS LIMITED,0,620.41,Catering Provisions
2016-06,Neighbourhood Services & Resources,Community Services,PHS GROUP,0,607.55,Refuse Services
2016-06,Neighbourhood Services & Resources,Community Services,RLF BUILDING FUTURES,3064675,985.5,Other Supplies & Services
2016-06,Neighbourhood Services & Resources,Community Services,RLSS DIRECT,3082879,646,Equipment
2016-06,Neighbourhood Services & Resources,Community Services,SAVILLS (UK) LTD,0,1440.84,Premises Insurance
2016-06,Neighbourhood Services & Resources,Community Services,SAVILLS (UK) LTD,0,3082.25,Rent Of Facilities
2016-06,Neighbourhood Services & Resources,Community Services,SCREENTECH,3083468,1050,Equipment
2016-06,Neighbourhood Services & Resources,Community Services,SPORTMAX,0,1117.9,Items For Resale
2016-06,Neighbourhood Services & Resources,Community Services,STONEGRAVE AGGREGATES LTD,3068970,249478.59,Waste Management
2016-06,Neighbourhood Services & Resources,Community Services,STONEGRAVE AGGREGATES LTD,3068970,16275.35,Waste Management
2016-06,Neighbourhood Services & Resources,Community Services,STONEGRAVE AGGREGATES LTD,3073186,950,Equipment Hire
2016-06,Neighbourhood Services & Resources,Community Services,THE BIRMINGHAM STAGE COMPANY,0,12086.18,Artist Payments
2016-06,Neighbourhood Services & Resources,Community Services,THE BIRMINGHAM STAGE COMPANY,0,3533.1,Merchandise Sales Paid To Others
2016-06,Neighbourhood Services & Resources,Community Services,THE PERFORMING RIGHT SOCIETY LIMITED,0,5532.37,Ict Software Support & Maintenance
2016-06,Neighbourhood Services & Resources,Community Services,THE PHOENIX PARTNERSHIP,3083456,2786,Equipment R&M
2016-06,Neighbourhood Services & Resources,Community Services,TREVOR ATKINSON & CO LTD,3080386,3924,Routine Maintenance
2016-06,Neighbourhood Services & Resources,Community Services,WESTWOOD TIMBER & FENCING,3080230,600,Building Repairs And Maintenance
2016-06,Neighbourhood Services & Resources,Community Services,WHITEHOUSE FUNERAL SERVICE LTD,3082999,722.84,Contract Funerals
2016-06,Neighbourhood Services & Resources,Community Services,WHITEHOUSE FUNERAL SERVICE LTD,3082606,742.84,Contract Funerals
2016-06,Neighbourhood Services & Resources,Community Services,WYBONE LTD,3080246,1732.2,Litter Bins
2016-06,Neighbourhood Services & Resources,Community Services,XN LEISURE SYSTEMS LTD,3069975,3595,Other Supplies & Services
2016-06,Neighbourhood Services & Resources,Legal & Procurement,ALPHA BIO LABS,3083459,720,Professional Fees & Consultancy
2016-06,Neighbourhood Services & Resources,Legal & Procurement,COMPRIL LIMITED,3083777,506,Professional Fees & Consultancy
2016-06,Neighbourhood Services & Resources,Legal & Procurement,MISS FIONA MCCRAE,3083292,775,Professional Fees & Consultancy
2016-06,Neighbourhood Services & Resources,Legal & Procurement,MRS GILLIAN KANE,3083290,2025,Professional Fees & Consultancy
2016-06,Neighbourhood Services & Resources,Legal & Procurement,MRS GILLIAN KANE,3083291,500,Professional Fees & Consultancy
2016-06,Neighbourhood Services & Resources,Legal & Procurement,NEIL COOKSON,3071632,1460,Professional Fees & Consultancy
2016-06,Neighbourhood Services & Resources,Legal & Procurement,SIMPSON MILLAR,3084036,4400,Professional Fees & Consultancy
2016-06,Neighbourhood Services & Resources,"Customer Services, Admin & Democratic",CENTRE FOR PUBLIC SCRUTINY,3078481,8900,Employee Training Course Costs
2016-06,Neighbourhood Services & Resources,"Customer Services, Admin & Democratic",ICO,3084277,525,Subscriptions
2016-06,Neighbourhood Services & Resources,"Customer Services, Admin & Democratic",LOCAL GOVERNMENT ASSOCIATION,0,20586.5,Subscriptions
2016-06,Neighbourhood Services & Resources,"Customer Services, Admin & Democratic",NORTHGATE PUBLIC SERVICES (UK) LTD,3078848,772.8,Other Supplies & Services
2016-06,Neighbourhood Services & Resources,"Customer Services, Admin & Democratic",REBUS BADGES & REGALIA,3076956,1258,Equipment
2016-06,Neighbourhood Services & Resources,"Customer Services, Admin & Democratic",ROYAL MAIL NORTH EAST,0,1124.04,Postages
2016-06,Neighbourhood Services & Resources,"Customer Services, Admin & Democratic",ROYAL MAIL NORTH EAST,0,2013.36,Postages
2016-06,Neighbourhood Services & Resources,"Customer Services, Admin & Democratic",ROYAL MAIL NORTH EAST,0,1682.13,Postages
2016-06,Neighbourhood Services & Resources,"Customer Services, Admin & Democratic",WHISTL UK LIMITED,0,1690.62,Postages
2016-06,Neighbourhood Services & Resources,"Customer Services, Admin & Democratic",WHISTL UK LIMITED,0,738.46,Postages
2016-06,Neighbourhood Services & Resources,"Customer Services, Admin & Democratic",WHISTL UK LIMITED,0,1608.64,Postages
2016-06,Neighbourhood Services & Resources,Housing General Fund,CRITIQOM LIMITED,3082470,2917.16,Postages
2016-06,Neighbourhood Services & Resources,Housing General Fund,CRITIQOM LIMITED,3082470,764.34,Postages
2016-06,Neighbourhood Services & Resources,Housing General Fund,CRITIQOM LIMITED,3082470,2917.16,Postages
2016-06,Neighbourhood Services & Resources,Housing General Fund,CRITIQOM LIMITED,3082470,764.34,Postages
2016-06,Neighbourhood Services & Resources,Housing General Fund,DE-POEL,0,1100,Agency Staff Costs - Non Teaching
2016-06,Neighbourhood Services & Resources,Housing General Fund,DE-POEL,0,512.06,Agency Staff Costs - Non Teaching
2016-06,Neighbourhood Services & Resources,Housing General Fund,DE-POEL,0,501.02,Agency Staff Costs - Non Teaching
2016-06,Neighbourhood Services & Resources,Housing General Fund,DE-POEL,0,1017.5,Agency Staff Costs - Non Teaching
2016-06,Neighbourhood Services & Resources,Housing General Fund,DE-POEL,0,928.13,Agency Staff Costs - Non Teaching
2016-06,Neighbourhood Services & Resources,Housing General Fund,DE-POEL,0,893.75,Agency Staff Costs - Non Teaching
2016-06,Neighbourhood Services & Resources,Housing General Fund,DE-POEL,0,506.87,Agency Staff Costs - Non Teaching
2016-06,Neighbourhood Services & Resources,Housing General Fund,INST OF REVENUES RATING & VALUATION,3081675,675,Conferences & Seminars
2016-06,Neighbourhood Services & Resources,Housing General Fund,NORTHGATE PUBLIC SERVICES (UK) LTD,3083481,12388.66,Ict Hardware Support & Maintenance
2016-06,Neighbourhood Services & Resources,Housing General Fund,NORTHGATE PUBLIC SERVICES (UK) LTD,3082478,9200,Ict Hardware Support & Maintenance
2016-06,Neighbourhood Services & Resources,Housing General Fund,THEBIGWORD INTERPRETING SERVICES LTD,0,512.53,Interpretation & Translation Fees
2016-06,Neighbourhood Services & Resources,Building Services,A S CROCKER (PLASTERERS) LIMITED,3076805,3609.06,Direct Charges - Contractors
2016-06,Neighbourhood Services & Resources,Building Services,AGGREGATE INDUSTRIES UK LTD,3081630,1482,Materials
2016-06,Neighbourhood Services & Resources,Building Services,AGGREGATE INDUSTRIES UK LTD,3081630,1482,Materials
2016-06,Neighbourhood Services & Resources,Building Services,ALL EVENTS SECURITY,3082291,664.75,Direct Charges - Contractors
2016-06,Neighbourhood Services & Resources,Building Services,ALL EVENTS SECURITY,3076916,1279.25,Direct Charges - Contractors
2016-06,Neighbourhood Services & Resources,Building Services,ALL EVENTS SECURITY,3076916,1075.25,Direct Charges - Contractors
2016-06,Neighbourhood Services & Resources,Building Services,ALL EVENTS SECURITY,3076916,1075.25,Direct Charges - Contractors
2016-06,Neighbourhood Services & Resources,Building Services,ALL EVENTS SECURITY,3076916,943.5,Direct Charges - Contractors
2016-06,Neighbourhood Services & Resources,Building Services,AON LIMITED,0,800,Misc. Insurances
2016-06,Neighbourhood Services & Resources,Building Services,AON LIMITED,0,2737.5,Misc. Insurances
2016-06,Neighbourhood Services & Resources,Building Services,BEAVER84,3082323,1178.08,Materials
2016-06,Neighbourhood Services & Resources,Building Services,BEAVER84,3081706,2462.5,Materials
2016-06,Neighbourhood Services & Resources,Building Services,BRICKWORK DIRECT LIMITED,3078437,7504.94,Direct Charges - Contractors
2016-06,Neighbourhood Services & Resources,Building Services,BRICKWORK DIRECT LIMITED,3082313,4162.1,Direct Charges - Contractors
2016-06,Neighbourhood Services & Resources,Building Services,CROSSLING LTD,3079820,1403.1,Materials
