Payment Date,Amount,Organisational Unit,Beneficiary Name,Company Number,Charity Number
2018-01-05,2615,Adult Services,HANDICARE ACCESSIBILITY LTD,,
2018-03-22,700,Adult Services,NORTHERN INSTALLATION SERVICES LTD,,
2018-02-26,700,Adult Services,NORTHERN INSTALLATION SERVICES LTD,,
2018-02-20,935,Adult Services,NORTHERN INSTALLATION SERVICES LTD,,
2018-01-17,975,Adult Services,NORTHERN INSTALLATION SERVICES LTD,,
2018-03-13,750,Adult Services,TUNSTALL HEALTHCARE (UK) LTD,,
2018-01-29,1124.1,Adult Services,TUNSTALL HEALTHCARE (UK) LTD,,
2018-03-21,1169.1,Adult Services,TUNSTALL HEALTHCARE (UK) LTD,,
2018-01-29,1224,Adult Services,TUNSTALL HEALTHCARE (UK) LTD,,
2018-01-29,1224,Adult Services,TUNSTALL HEALTHCARE (UK) LTD,,
2018-03-13,1708.8,Adult Services,TUNSTALL HEALTHCARE (UK) LTD,,
2018-01-22,3932.5,Adult Services,TUNSTALL HEALTHCARE (UK) LTD,,
2018-02-01,6124,Transport,JUST CHECKING LTD,,
2018-01-11,600,Property & Regeneration,IDEAL HYGIENE,,
2018-02-19,1755.6,Adult Services,ITS DESIGNS LTD T/A ALERT-IT CARE ALARMS,,
2018-03-22,2258.79,Adult Services,WESSEX LIFT CO. LIMITED,,
2018-02-13,2292.88,Adult Services,WESSEX LIFT CO. LIMITED,,
2018-02-13,2943.85,Adult Services,WESSEX LIFT CO. LIMITED,,
2018-02-12,2969.91,Adult Services,WESSEX LIFT CO. LIMITED,,
2018-02-13,3732.2,Adult Services,WESSEX LIFT CO. LIMITED,,
2018-03-22,3799.65,Adult Services,WESSEX LIFT CO. LIMITED,,
2018-02-13,4838.4,Adult Services,WESSEX LIFT CO. LIMITED,,
2018-02-12,5416.38,Adult Services,WESSEX LIFT CO. LIMITED,,
2018-02-09,2610,Adult Services,THYSSENKRUPP ACCESS LIMITED T/A THYSSENKRUPP ENCASA,,
2018-03-29,3187,Adult Services,THYSSENKRUPP ACCESS LIMITED T/A THYSSENKRUPP ENCASA,,
2018-02-06,544,Adult Services,CHILTERN INVADEX (UK) LTD,,
2018-01-11,590.4,Adult Services,CHILTERN INVADEX (UK) LTD,,
2018-01-04,649.1,Adult Services,CHILTERN INVADEX (UK) LTD,,
2018-02-19,1800,Property & Regeneration,CAIR (UK) LTD,,
2018-01-22,2347.5,Adult Services,LEGRAND ELECTRIC LIMITED T/A LEGRAND ASSISTED LIVING & HEALTHCARE,,
2018-03-15,2502,Adult Services,LEGRAND ELECTRIC LIMITED T/A LEGRAND ASSISTED LIVING & HEALTHCARE,,
2018-03-20,2600,Children and Young People,CHRYSALIS ASSOCIATES LTD,,
2018-01-30,2600,Children and Young People,CHRYSALIS ASSOCIATES LTD,,
2018-01-30,2600,Children and Young People,CHRYSALIS ASSOCIATES LTD,,
2018-02-09,2040,Public Health,THE FAMILY PLACE LIMITED,,
2018-03-29,500,Children and Young People,INTEGRATE FAMILIES LIMITED,,
2018-01-22,550,Children and Young People,INTEGRATE FAMILIES LIMITED,,
2018-01-22,550,Children and Young People,INTEGRATE FAMILIES LIMITED,,
2018-01-22,550,Children and Young People,INTEGRATE FAMILIES LIMITED,,
2018-01-22,576.25,Children and Young People,INTEGRATE FAMILIES LIMITED,,
2018-01-22,600,Children and Young People,INTEGRATE FAMILIES LIMITED,,
2018-03-29,600,Children and Young People,INTEGRATE FAMILIES LIMITED,,
2018-03-29,600,Children and Young People,INTEGRATE FAMILIES LIMITED,,
2018-03-20,600,Children and Young People,INTEGRATE FAMILIES LIMITED,,
2018-01-26,600,Children and Young People,INTEGRATE FAMILIES LIMITED,,
2018-01-22,650,Children and Young People,INTEGRATE FAMILIES LIMITED,,
2018-03-29,650,Children and Young People,INTEGRATE FAMILIES LIMITED,,
2018-01-22,669.5,Children and Young People,INTEGRATE FAMILIES LIMITED,,
2018-01-22,672.5,Children and Young People,INTEGRATE FAMILIES LIMITED,,
2018-01-22,917.5,Children and Young People,INTEGRATE FAMILIES LIMITED,,
2018-01-22,1102,Children and Young People,INTEGRATE FAMILIES LIMITED,,
2018-01-26,720,Adult Services,REFLECTIVE MINDS LTD,,
2018-01-26,3584,N/A,LEEDS CITY COUNCIL,,
2018-03-16,3723,N/A,LEEDS CITY COUNCIL,,
2018-03-02,3922,N/A,LEEDS CITY COUNCIL,,
2018-03-15,17473,Adult Services,DIAL WAKEFIELD,,
2018-01-31,10416,Adult Services,TOGETHER HOUSING ASSOCIATION LIMITED,,
2018-01-09,10416,Adult Services,TOGETHER HOUSING ASSOCIATION LIMITED,,
2018-03-07,10424,Adult Services,TOGETHER HOUSING ASSOCIATION LIMITED,,
2018-01-31,1359,Adult Services,MHA PONTEFRACT LIVE AT HOME SCHEME,,
2018-01-09,1359,Adult Services,MHA PONTEFRACT LIVE AT HOME SCHEME,,
2018-03-07,1360,Adult Services,MHA PONTEFRACT LIVE AT HOME SCHEME,,
2018-01-08,4086.5,Environment,HORTICARE,,
2018-02-09,4086.5,Environment,HORTICARE,,
2018-03-01,4086.5,Environment,HORTICARE,,
2018-01-24,335612.28,Public Health,TURNING POINT SERVICES LTD,,
2018-03-20,335612.28,Public Health,TURNING POINT SERVICES LTD,,
2018-02-27,335612.28,Public Health,TURNING POINT SERVICES LTD,,
2018-01-04,17499.99,Public Health,GASPED,,
2018-03-19,15497.83,Adult Services,ST ANNES COMMUNITY SERVICES,,
2018-03-19,15497.83,Adult Services,ST ANNES COMMUNITY SERVICES,,
2018-03-19,15497.83,Adult Services,ST ANNES COMMUNITY SERVICES,,
2018-03-19,15497.83,Adult Services,ST ANNES COMMUNITY SERVICES,,
2018-03-07,6240,Adult Services,WAKEFIELD CITY & DISTRICT SOCIETY FOR DEAF PEOPLE,,
2018-01-31,6240,Adult Services,WAKEFIELD CITY & DISTRICT SOCIETY FOR DEAF PEOPLE,,
2018-01-09,6240,Adult Services,WAKEFIELD CITY & DISTRICT SOCIETY FOR DEAF PEOPLE,,
2018-03-01,9660,Adult Services,PONTEFRACT FAMILY CENTRE,,
2018-02-09,9660,Adult Services,PONTEFRACT FAMILY CENTRE,,
2018-01-08,9660,Adult Services,PONTEFRACT FAMILY CENTRE,,
2018-03-13,28000,Adult Services,RICHMOND FELLOWSHIP,,
2018-03-13,50112.5,Adult Services,RICHMOND FELLOWSHIP,,
2018-01-03,30271.65,Adult Services,WAKEFIELD & DISTRICT CARERS ASSOCIATION,,
2018-01-31,30271.65,Adult Services,WAKEFIELD & DISTRICT CARERS ASSOCIATION,,
2018-02-22,30271.65,Adult Services,WAKEFIELD & DISTRICT CARERS ASSOCIATION,,
2018-03-28,30271.85,Adult Services,WAKEFIELD & DISTRICT CARERS ASSOCIATION,,
2018-02-01,39203.25,Public Health,YORKSHIRE MESMAC,,
2018-03-16,13093.08,Adult Services,THE PENDERELS TRUST LIMITED,,
2018-01-24,13093.08,Adult Services,THE PENDERELS TRUST LIMITED,,
2018-02-22,13093.08,Adult Services,THE PENDERELS TRUST LIMITED,,
2018-02-09,5592.5,Adult Services,WELL WOMEN CENTRE,,
2018-03-08,5592.5,Adult Services,WELL WOMEN CENTRE,,
2018-01-10,5592.5,Adult Services,WELL WOMEN CENTRE,,
2018-02-01,71666.67,Public Health,SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,,
2018-03-09,71666.67,Public Health,SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,,
2018-01-23,71666.67,Public Health,SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,,
2018-03-22,59039.5,Public Health,"CGL (CHANGE, GROW, LIVE)",,
2018-01-04,1195,Public Health,DONCASTER & BASSETLAW TEACHING FT NHS,,
2018-03-07,743.83,Adult Services,WAKEFIELD DISTRICT SIGHT AID,,
2018-01-31,743.83,Adult Services,WAKEFIELD DISTRICT SIGHT AID,,
2018-01-09,743.83,Adult Services,WAKEFIELD DISTRICT SIGHT AID,,
2018-01-31,8860,Adult Services,ALZHEIMERS SOCIETY,,
2018-01-09,8860,Adult Services,ALZHEIMERS SOCIETY,,
2018-03-07,8901,Adult Services,ALZHEIMERS SOCIETY,,
2018-03-16,1226,Public Health,SPECTRUM COMMUNITY HEALTH CIC,,
2018-03-16,1766,Public Health,SPECTRUM COMMUNITY HEALTH CIC,,
2018-01-17,7820.91,Public Health,SPECTRUM COMMUNITY HEALTH CIC,,
2018-02-01,7820.91,Public Health,SPECTRUM COMMUNITY HEALTH CIC,,
2018-03-09,7820.99,Public Health,SPECTRUM COMMUNITY HEALTH CIC,,
2018-02-05,207176.4,Public Health,SPECTRUM COMMUNITY HEALTH CIC,,
2018-02-22,207176.4,Public Health,SPECTRUM COMMUNITY HEALTH CIC,,
2018-01-31,566,Adult Services,MOVE AHEAD WAKEFIELD LTD,,
2018-03-07,566,Adult Services,MOVE AHEAD WAKEFIELD LTD,,
2018-01-09,566,Adult Services,MOVE AHEAD WAKEFIELD LTD,,
2018-03-07,6245,Adult Services,AGE UK WAKEFIELD DISTRICT,,
2018-01-31,6245,Adult Services,AGE UK WAKEFIELD DISTRICT,,
2018-01-09,6245,Adult Services,AGE UK WAKEFIELD DISTRICT,,
2018-01-31,6290,Adult Services,AGE UK WAKEFIELD DISTRICT,,
2018-01-09,6290,Adult Services,AGE UK WAKEFIELD DISTRICT,,
2018-03-07,6310,Adult Services,AGE UK WAKEFIELD DISTRICT,,
2018-03-28,20000,Public Health,THE STROKE ASSOCIATION,,
2018-01-03,9190,Adult Services,ST CATHERINES CHURCH CENTRE,,
2018-02-22,9190,Adult Services,ST CATHERINES CHURCH CENTRE,,
2018-01-31,9190,Adult Services,ST CATHERINES CHURCH CENTRE,,
2018-03-28,9190,Adult Services,ST CATHERINES CHURCH CENTRE,,
2018-02-20,2412,Public Health,LOCALA COMMUNITY PARTNERSHIPS CIC,,
2018-01-26,3106,Public Health,LOCALA COMMUNITY PARTNERSHIPS CIC,,
2018-03-21,3106,Public Health,LOCALA COMMUNITY PARTNERSHIPS CIC,,
2018-01-04,3112,Public Health,LOCALA COMMUNITY PARTNERSHIPS CIC,,
2018-01-03,52500,Public Health,FAMILIES AND BABIES,,
2018-01-04,948.92,Public Health,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,,
2018-02-12,1053.02,Public Health,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,,
2018-03-02,1943.88,Public Health,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,,
2018-01-15,41425.48,Adult Services,SEVACARE (UK) LTD T/A SYNERGY,,
2018-03-09,35622.83,Public Health,NOVA WAKEFIELD DISTRICT LIMITED,,
2018-02-01,35622.83,Public Health,NOVA WAKEFIELD DISTRICT LIMITED,,
2018-01-17,36372.83,Public Health,NOVA WAKEFIELD DISTRICT LIMITED,,
2018-02-12,500,Public Health,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,,
2018-03-08,50164.25,Adult Services,COMMUNITY INTEGRATED CARE,,
2018-02-09,50164.25,Adult Services,COMMUNITY INTEGRATED CARE,,
2018-01-10,50164.25,Adult Services,COMMUNITY INTEGRATED CARE,,
2018-02-01,18105.83,Public Health,HEALTHWATCH WAKEFIELD,,
2018-02-23,18105.83,Public Health,HEALTHWATCH WAKEFIELD,,
2018-01-04,18105.83,Public Health,HEALTHWATCH WAKEFIELD,,
2018-01-25,612,Public Health,SHEFFIELD TEACHING HOSPITALS NHS,,
2018-02-28,798,Public Health,SHEFFIELD TEACHING HOSPITALS NHS,,
2018-03-13,868.6,Public Health,WEST WAKEFIELD HEALTH AND WELLBEING LTD,,
2018-03-19,15036.5,Public Health,RNIB,,
2018-03-19,15036.5,Public Health,RNIB,,
2018-03-15,965.06,Business Services,JOHNSTON PUBLISHING LIMITED,,
2018-03-28,1547,Business Services,MEDIA SERVICES (YORKSHIRE) LTD,,
2018-01-24,800,Business Services,THE WORLDS FAIR LTD,,
2018-02-08,3000,Business Services,HAYMARKET MEDIA GROUP LTD,,
2018-03-14,531,Business Services,TMP (UK) LTD,,
2018-01-31,2950,Business Services,NET NATIVES LTD,,
2018-03-15,2392,Business Services,EXTERION MEDIA (UK) LTD,,
2018-03-07,2440,Business Services,COMMUNICORP UK LIMITED,,
2018-01-15,550,Business Services,AREA HEALTH INFORMATION SERVICES LTD,,
2018-02-07,5963,Business Services,ROOT ONE ADVERTISING LTD,,
2018-01-24,24603.15,Adult Services,TOGETHER FOR MENTAL WELLBEING,,
2018-02-09,23940,Adult Services,VOICEABILITY ADVOCACY,,
2018-03-08,23940,Adult Services,VOICEABILITY ADVOCACY,,
2018-01-10,23940,Adult Services,VOICEABILITY ADVOCACY,,
2018-01-03,628.6,Adult Services,POHWER,,
2018-01-03,704.97,Adult Services,POHWER,,
2018-02-09,1667,Children and Young People,ADOPTION MATTERS,,
2018-03-20,1667,Children and Young People,ADOPTION MATTERS,,
2018-01-10,1667,Children and Young People,ADOPTION MATTERS,,
2018-01-16,2047.5,Business Services,NAVIGATE RESOURCING LIMITED,,
2018-03-16,2047.5,Business Services,NAVIGATE RESOURCING LIMITED,,
2018-02-05,2091,Business Services,NAVIGATE RESOURCING LIMITED,,
2018-03-16,2925,Business Services,NAVIGATE RESOURCING LIMITED,,
2018-01-16,4095,Business Services,NAVIGATE RESOURCING LIMITED,,
2018-02-19,4600,Business Services,NAVIGATE RESOURCING LIMITED,,
2018-03-16,4600,Business Services,NAVIGATE RESOURCING LIMITED,,
2018-01-16,6000,Business Services,NAVIGATE RESOURCING LIMITED,,
2018-01-16,7492.5,Business Services,NAVIGATE RESOURCING LIMITED,,
2018-01-15,8050,Business Services,NAVIGATE RESOURCING LIMITED,,
2018-02-16,8775,Business Services,NAVIGATE RESOURCING LIMITED,,
2018-01-16,9730,Business Services,NAVIGATE RESOURCING LIMITED,,
2018-01-08,10425,Business Services,NAVIGATE RESOURCING LIMITED,,
2018-03-16,10425,Business Services,NAVIGATE RESOURCING LIMITED,,
2018-02-16,12510,Business Services,NAVIGATE RESOURCING LIMITED,,
2018-01-15,13900,Business Services,NAVIGATE RESOURCING LIMITED,,
2018-02-14,500,Business Services,JW HEALTH & SAFETY TRAINING LTD,,
2018-03-15,1623.2,Business Services,ASSET HEALTH SOLUTIONS LIMITED,,
2018-01-05,1844.35,Business Services,ASSET HEALTH SOLUTIONS LIMITED,,
2018-02-08,2415.4,Business Services,ASSET HEALTH SOLUTIONS LIMITED,,
2018-02-08,515.25,Business Services,PROTOCOL NATIONAL LIMITED,,
2018-03-28,687,Business Services,PROTOCOL NATIONAL LIMITED,,
2018-03-28,687,Business Services,PROTOCOL NATIONAL LIMITED,,
2018-01-04,687,Business Services,PROTOCOL NATIONAL LIMITED,,
2018-03-28,3121.79,Business Services,PROTOCOL NATIONAL LIMITED,,
2018-03-28,3447.59,Business Services,PROTOCOL NATIONAL LIMITED,,
2018-01-24,6433.47,Business Services,PROTOCOL NATIONAL LIMITED,,
2018-02-27,1425.83,ICT,A & O IT SYSTEMS LTD,,
2018-03-20,3005.28,ICT,A & O IT SYSTEMS LTD,,
2018-01-15,8574.58,ICT,A & O IT SYSTEMS LTD,,
2018-03-20,10981.15,ICT,A & O IT SYSTEMS LTD,,
2018-02-16,10998.6,ICT,A & O IT SYSTEMS LTD,,
2018-01-09,11474.04,ICT,A & O IT SYSTEMS LTD,,
2018-01-18,12465.01,ICT,A & O IT SYSTEMS LTD,,
2018-02-21,13753.13,ICT,A & O IT SYSTEMS LTD,,
2018-03-20,16074.23,ICT,A & O IT SYSTEMS LTD,,
2018-03-09,698.75,Professional Services,HORWICH LTD,,
2018-01-10,817,Professional Services,HORWICH LTD,,
2018-01-05,1763,Professional Services,HORWICH LTD,,
2018-02-21,1948.5,Professional Services,HORWICH LTD,,
2018-03-21,1999.5,Professional Services,HORWICH LTD,,
2018-01-03,2021,Professional Services,HORWICH LTD,,
2018-03-23,2021,Professional Services,HORWICH LTD,,
2018-02-01,2031.75,Professional Services,HORWICH LTD,,
2018-01-22,2031.75,Professional Services,HORWICH LTD,,
2018-03-15,2032.25,Professional Services,HORWICH LTD,,
2018-02-16,2034.5,Professional Services,HORWICH LTD,,
2018-02-28,2752,Professional Services,HORWICH LTD,,
2018-03-15,1050,Highways,KINGFISHER CONSTRUCTION (WAKEFIELD) LTD.,,
2018-03-21,1400,Highways,KINGFISHER CONSTRUCTION (WAKEFIELD) LTD.,,
2018-02-16,1400,Highways,KINGFISHER CONSTRUCTION (WAKEFIELD) LTD.,,
2018-02-01,1400,Highways,KINGFISHER CONSTRUCTION (WAKEFIELD) LTD.,,
2018-01-22,1400,Highways,KINGFISHER CONSTRUCTION (WAKEFIELD) LTD.,,
2018-03-15,1400,Highways,KINGFISHER CONSTRUCTION (WAKEFIELD) LTD.,,
2018-03-07,501.6,Business Services,BIG FISH LITTLE FISH,,
2018-03-07,515.04,Business Services,BIG FISH LITTLE FISH,,
2018-03-07,515.04,Business Services,BIG FISH LITTLE FISH,,
2018-03-07,515.04,Business Services,BIG FISH LITTLE FISH,,
2018-03-07,515.04,Business Services,BIG FISH LITTLE FISH,,
2018-03-22,515.04,Business Services,BIG FISH LITTLE FISH,,
2018-03-29,515.04,Business Services,BIG FISH LITTLE FISH,,
2018-02-02,517.59,Business Services,BIG FISH LITTLE FISH,,
2018-01-22,8723,Professional Services,PENNA PLC,,
2018-01-19,10400,Professional Services,PENNA PLC,,
2018-03-22,13420,Professional Services,PENNA PLC,,
2018-03-09,14762,Professional Services,PENNA PLC,,
2018-01-09,14762,Professional Services,PENNA PLC,,
2018-03-12,15600,Professional Services,PENNA PLC,,
2018-02-21,23400,Professional Services,PENNA PLC,,
2018-01-05,1674.85,Business Services,LCB OCCUPATIONAL HEALTH CONSULTANCY LTD,,
2018-02-19,2208.77,Business Services,LCB OCCUPATIONAL HEALTH CONSULTANCY LTD,,
2018-03-15,2581.32,Business Services,LCB OCCUPATIONAL HEALTH CONSULTANCY LTD,,
2018-01-05,1304.85,Business Services,OCCUPATIONAL HEALTH DONCASTER LTD,,
2018-01-05,1724.88,Business Services,OCCUPATIONAL HEALTH DONCASTER LTD,,
2018-01-29,600,Adult Services,DETAILS REDACTED,,
2018-03-13,600,Adult Services,DETAILS REDACTED,,
2018-02-20,700,Adult Services,DETAILS REDACTED,,
2018-01-17,752.5,Adult Services,DETAILS REDACTED,,
2018-01-23,752.5,Adult Services,DETAILS REDACTED,,
2018-01-02,1383,Business Services,DELAPT LTD,,
2018-03-15,2353.24,Business Services,DELAPT LTD,,
2018-02-08,2354.59,Business Services,DELAPT LTD,,
2018-01-25,1900,Business Services,PNA SOCIAL CARE CONSULTANCY LTD,,
2018-03-01,2375,Business Services,PNA SOCIAL CARE CONSULTANCY LTD,,
2018-03-16,2380.15,Business Services,PNA SOCIAL CARE CONSULTANCY LTD,,
2018-02-02,2380.15,Business Services,PNA SOCIAL CARE CONSULTANCY LTD,,
2018-03-16,2384.2,Business Services,PNA SOCIAL CARE CONSULTANCY LTD,,
2018-01-25,2384.2,Business Services,PNA SOCIAL CARE CONSULTANCY LTD,,
2018-03-01,2385.3,Business Services,PNA SOCIAL CARE CONSULTANCY LTD,,
2018-01-25,2388.45,Business Services,PNA SOCIAL CARE CONSULTANCY LTD,,
2018-03-16,2390.95,Business Services,PNA SOCIAL CARE CONSULTANCY LTD,,
2018-02-02,2393.4,Business Services,PNA SOCIAL CARE CONSULTANCY LTD,,
2018-01-09,2393.85,Business Services,PNA SOCIAL CARE CONSULTANCY LTD,,
2018-02-16,576,Adult Services,DETAILS REDACTED,,
2018-03-20,672,Adult Services,DETAILS REDACTED,,
2018-02-01,768,Adult Services,DETAILS REDACTED,,
2018-03-02,2800,Adult Services,BUTTERFLY PSYCHOLOGY LTD,,
2018-02-16,3200,Adult Services,BUTTERFLY PSYCHOLOGY LTD,,
2018-03-13,4000,Adult Services,BUTTERFLY PSYCHOLOGY LTD,,
2018-02-19,1476,Children and Young People,DETAILS REDACTED,,
2018-03-14,502.61,Business Services,HVAC RECRUITMENT LTD,,
2018-03-14,509.49,Business Services,HVAC RECRUITMENT LTD,,
2018-03-14,509.49,Business Services,HVAC RECRUITMENT LTD,,
2018-02-19,509.49,Business Services,HVAC RECRUITMENT LTD,,
2018-03-29,509.49,Business Services,HVAC RECRUITMENT LTD,,
2018-01-24,509.49,Business Services,HVAC RECRUITMENT LTD,,
2018-02-01,537.03,Business Services,HVAC RECRUITMENT LTD,,
2018-03-02,800,Adult Services,DETAILS REDACTED,,
2018-01-29,800,Adult Services,DETAILS REDACTED,,
2018-03-13,800,Adult Services,DETAILS REDACTED,,
2018-01-11,800,Adult Services,DETAILS REDACTED,,
2018-01-23,1875,Business Services,DETAILS REDACTED,,
2018-01-22,2352.96,Business Services,HAMPTONS RESOURCING LTD,,
2018-01-22,2352.96,Business Services,HAMPTONS RESOURCING LTD,,
2018-03-19,2352.96,Business Services,HAMPTONS RESOURCING LTD,,
2018-02-28,2941.2,Business Services,HAMPTONS RESOURCING LTD,,
2018-03-13,2941.2,Business Services,HAMPTONS RESOURCING LTD,,
2018-03-07,2941.2,Business Services,HAMPTONS RESOURCING LTD,,
2018-01-22,2941.2,Business Services,HAMPTONS RESOURCING LTD,,
2018-02-20,2941.2,Business Services,HAMPTONS RESOURCING LTD,,
2018-02-20,2941.2,Business Services,HAMPTONS RESOURCING LTD,,
2018-03-07,5882.4,Business Services,HAMPTONS RESOURCING LTD,,
2018-03-28,609.52,Business Services,TEACHING PERSONNEL LTD,,
2018-03-21,671.52,Business Services,TEACHING PERSONNEL LTD,,
2018-03-27,727.52,Business Services,TEACHING PERSONNEL LTD,,
2018-02-20,847.31,Business Services,TEACHING PERSONNEL LTD,,
2018-02-20,969.52,Business Services,TEACHING PERSONNEL LTD,,
2018-02-20,988.75,Business Services,TEACHING PERSONNEL LTD,,
2018-02-20,1027.31,Business Services,TEACHING PERSONNEL LTD,,
2018-02-20,1177.52,Business Services,TEACHING PERSONNEL LTD,,
2018-02-20,1207.31,Business Services,TEACHING PERSONNEL LTD,,
2018-02-20,1207.31,Business Services,TEACHING PERSONNEL LTD,,
2018-02-26,2175.04,Business Services,TEACHING PERSONNEL LTD,,
2018-01-10,527.59,Business Services,MATRIX SCM LTD,,
2018-02-28,849.6,Business Services,MATRIX SCM LTD,,
2018-03-14,1047.84,Business Services,MATRIX SCM LTD,,
2018-02-21,849.6,Business Services,MATRIX SCM LTD,,
2018-01-17,1047.84,Business Services,MATRIX SCM LTD,,
2018-01-03,655.43,Business Services,MATRIX SCM LTD,,
2018-02-07,655.43,Business Services,MATRIX SCM LTD,,
2018-01-17,849.6,Business Services,MATRIX SCM LTD,,
2018-01-17,655.43,Business Services,MATRIX SCM LTD,,
2018-02-14,1047.84,Business Services,MATRIX SCM LTD,,
2018-03-28,1047.84,Business Services,MATRIX SCM LTD,,
2018-03-07,849.6,Business Services,MATRIX SCM LTD,,
2018-01-31,655.43,Business Services,MATRIX SCM LTD,,
2018-01-31,849.6,Business Services,MATRIX SCM LTD,,
2018-01-10,655.43,Business Services,MATRIX SCM LTD,,
2017-12-28,655.43,Business Services,MATRIX SCM LTD,,
2017-12-28,1047.84,Business Services,MATRIX SCM LTD,,
2018-01-10,679.68,Business Services,MATRIX SCM LTD,,
2018-01-24,655.43,Business Services,MATRIX SCM LTD,,
2018-02-07,1047.84,Business Services,MATRIX SCM LTD,,
2018-01-24,1047.84,Business Services,MATRIX SCM LTD,,
2018-03-21,1047.84,Business Services,MATRIX SCM LTD,,
2018-03-07,675.65,Business Services,MATRIX SCM LTD,,
2017-12-28,1047.84,Business Services,MATRIX SCM LTD,,
2018-03-28,1203.73,Business Services,MATRIX SCM LTD,,
2018-03-28,898.18,Business Services,MATRIX SCM LTD,,
2018-03-28,898.18,Business Services,MATRIX SCM LTD,,
2018-03-28,719.39,Business Services,MATRIX SCM LTD,,
2018-03-28,898.18,Business Services,MATRIX SCM LTD,,
2018-03-07,637.2,Business Services,MATRIX SCM LTD,,
2018-02-14,1047.84,Business Services,MATRIX SCM LTD,,
2018-02-14,719.39,Business Services,MATRIX SCM LTD,,
2018-02-14,719.38,Business Services,MATRIX SCM LTD,,
2018-01-10,594.72,Business Services,MATRIX SCM LTD,,
2018-01-31,835.44,Business Services,MATRIX SCM LTD,,
2018-01-24,1047.84,Business Services,MATRIX SCM LTD,,
2018-03-28,1254.6,Business Services,MATRIX SCM LTD,,
2018-02-21,719.39,Business Services,MATRIX SCM LTD,,
2018-03-14,695.09,Business Services,MATRIX SCM LTD,,
2018-03-14,1169.82,Business Services,MATRIX SCM LTD,,
2018-03-14,835.44,Business Services,MATRIX SCM LTD,,
2018-03-21,1366.34,Business Services,MATRIX SCM LTD,,
2018-02-07,835.44,Business Services,MATRIX SCM LTD,,
2018-02-21,1047.84,Business Services,MATRIX SCM LTD,,
2018-03-14,1118.96,Business Services,MATRIX SCM LTD,,
2018-03-14,1107.84,Business Services,MATRIX SCM LTD,,
2018-02-28,1366.34,Business Services,MATRIX SCM LTD,,
2018-02-28,1047.84,Business Services,MATRIX SCM LTD,,
2018-02-28,1366.34,Business Services,MATRIX SCM LTD,,
2018-03-21,1254.6,Business Services,MATRIX SCM LTD,,
2018-03-21,1366.34,Business Services,MATRIX SCM LTD,,
