Body Name,Expenditure Category,Capital /Revenue,Service Label,Service Code,Expenditure Code,Payment Date,Supplier Name,Transaction No.,Net amount,Narrative
Harrogate Borough Council,Transport,R,Community,Highways,Fuel/Oil,2015-04-08,ALLSTAR BUSINESS SOLUTIONS LTD,4626511,14.03,Mar Fuel
Harrogate Borough Council,Transport,R,Community,Highways,Fuel/Oil,2015-04-27,ALLSTAR BUSINESS SOLUTIONS LTD,4627613,14.79,ACCR1415 FUELCARDS
Harrogate Borough Council,Transport,R,Community,Highways,Fuel/Oil,2015-04-27,ALLSTAR BUSINESS SOLUTIONS LTD,4627613,13.73,ACCR1415 FUELCARDS
Harrogate Borough Council,Transport,R,Community,Highways,Fuel/Oil,2015-04-27,ALLSTAR BUSINESS SOLUTIONS LTD,4627613,14.79,ACCR1415 FUELCARDS
Harrogate Borough Council,Transport,R,Community,Highways,Fuel/Oil,2015-04-27,ALLSTAR BUSINESS SOLUTIONS LTD,4627613,13.75,ACCR1415 FUELCARDS
Harrogate Borough Council,Transport,R,Community,Highways,Fuel/Oil,2015-04-27,ALLSTAR BUSINESS SOLUTIONS LTD,4627613,14.79,ACCR1415 FUELCARDS
Harrogate Borough Council,Transport,R,Community,Highways,Fuel/Oil,2015-04-27,ALLSTAR BUSINESS SOLUTIONS LTD,4627613,14.79,ACCR1415 FUELCARDS
Harrogate Borough Council,Transport,R,Community,Highways,Fuel/Oil,2015-04-27,ALLSTAR BUSINESS SOLUTIONS LTD,4627613,13.73,ACCR1415 FUELCARDS
Harrogate Borough Council,Transport,R,Community,Highways,Fuel/Oil,2015-04-27,ALLSTAR BUSINESS SOLUTIONS LTD,4627613,13.73,ACCR1415 FUELCARDS
Harrogate Borough Council,Transport,R,Community,Highways,Hire of Vehicles/Plant,2015-04-29,NORTHGATE VEHICLE HIRE LTD,4628395,69.85,
Harrogate Borough Council,Transport,R,Community,Highways,Hire of Vehicles/Plant,2015-04-29,NORTHGATE VEHICLE HIRE LTD,4628395,69.85,
Harrogate Borough Council,Transport,R,Community,Highways,Hire of Vehicles/Plant,2015-04-29,NORTHGATE VEHICLE HIRE LTD,4628395,69.85,
Harrogate Borough Council,Transport,R,Community,Highways,Hire of Vehicles/Plant,2015-04-29,NORTHGATE VEHICLE HIRE LTD,4628395,69.85,
Harrogate Borough Council,Transport,R,Community,Highways,Hire of Vehicles/Plant,2015-04-29,NORTHGATE VEHICLE HIRE LTD,4628397,69.85,
Harrogate Borough Council,Transport,R,Community,Highways,Hire of Vehicles/Plant,2015-04-29,NORTHGATE VEHICLE HIRE LTD,4628397,69.85,
Harrogate Borough Council,Transport,R,Community,Highways,Hire of Vehicles/Plant,2015-04-29,NORTHGATE VEHICLE HIRE LTD,4628397,69.85,
Harrogate Borough Council,Transport,R,Community,Highways,Hire of Vehicles/Plant,2015-04-29,NORTHGATE VEHICLE HIRE LTD,4628397,69.85,
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Other Services,2015-04-01,AFK ESTATES,4627247,524.00,Rent in Advance
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Bed & Breakfast Payments,2015-04-22,ARGYLL GUEST HOUSE,4627864,1520.00,
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Other Fees,2015-04-15,HARROGATE HOMELESS PROJECT,4626652,2613.68,
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Other Fees,2015-04-08,HARROGATE HOMELESS PROJECT,4627448,30000.00,1516 HHP NSNO Grant
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Other Services,2015-04-08,HUNTERS LETTING & MANAGEMENT,4627256,600.00,Rent in Advance
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Other Services,2015-04-01,LINLEY & SIMPSON LTD CLIENT A/C,4627209,600.00,Rent in Advance
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Other Services,2015-04-01,MR K Z PATEL,4626916,600.00,Rent in Advance
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Misc Expenditure Non-Vatable,2015-04-20,NICHOLLS TYREMAN ESTATE AGENTS,4628186,600.00,Bond Claim Payment
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Other Supplies & Services,2015-04-01,P J KELLETT PROPERTY ACCOUNT,4626665,300.00,Rent in Advance
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Misc Expenditure Non-Vatable,2015-04-27,REDACTED - PERSONAL DATA,4628737,600.00,Bond Claim
Harrogate Borough Council,Premises,R,Community,Housing Needs,Electricity,2015-04-13,BRITISH GAS,4627618,288.68,ACCR1415 27 BELMONT ROAD
Harrogate Borough Council,Premises,R,Community,Housing Needs,Gas,2015-04-20,BRITISH GAS BUSINESS,4627797,3635.46,29 Belmont Road
Harrogate Borough Council,Premises,R,Community,Housing Needs,Climate Change Levy,2015-04-20,BRITISH GAS BUSINESS,4627797,139.81,29 Belmont Road
Harrogate Borough Council,Premises,R,Community,Housing Needs,Gas,2015-04-13,BRITISH GAS TRADING LTD,4627536,1492.18,ACCR14/15-STOCKWELL LANE
Harrogate Borough Council,Premises,R,Community,Housing Needs,Gas,2015-04-13,BRITISH GAS TRADING LTD,4627537,1455.59,ACCR1415-STOCKWELL LANE
Harrogate Borough Council,Premises,R,Community,Housing Needs,Gas,2015-04-13,BRITISH GAS TRADING LTD,4627534,1127.33,ACCR1415-STOCKWELL LANE
Harrogate Borough Council,Premises,R,Community,Housing Needs,Gas,2015-04-13,BRITISH GAS TRADING LTD,4627539,535.27,ACCR1415-STOCKWELL LANE
Harrogate Borough Council,Premises,R,Community,Housing Needs,Gas,2015-04-13,BRITISH GAS TRADING LTD,4627538,325.38,ACCR1415-STOCKWELL LANE
Harrogate Borough Council,Premises,R,Community,Housing Needs,Gas,2015-04-13,BRITISH GAS TRADING LTD,4627533,256.43,ACCR14/15-STOCKWELL LANE
Harrogate Borough Council,Premises,R,Community,Housing Needs,Gas,2015-04-13,BRITISH GAS TRADING LTD,4627514,333.18,ACCR14/15-CAVENDISH HOUSE HOSTEL
Harrogate Borough Council,Premises,R,Community,Housing Needs,Gas,2015-04-01,BRITISH GAS TRADING LTD,4627164,449.12,STOCKWELL LANE HOSTEL
Harrogate Borough Council,Premises,R,Community,Housing Needs,Gas,2015-04-13,BRITISH GAS TRADING LTD,4627515,492.07,ACCR14/15-CAVENDISH HOUSE HOSTEL
Harrogate Borough Council,Premises,R,Community,Housing Needs,Gas,2015-04-01,BRITISH GAS TRADING LTD,4627163,539.24,STOCKWELL LANE HOSTEL
Harrogate Borough Council,Premises,R,Community,Housing Needs,Gas,2015-04-13,BRITISH GAS TRADING LTD,4627535,599.46,ACCR14/15-STOCKWELL LANE
Harrogate Borough Council,Premises,R,Community,Housing Needs,Gas,2015-04-13,BRITISH GAS TRADING LTD,4627506,600.22,ACCR14/15-BLOSSOMGATE
Harrogate Borough Council,Premises,R,Community,Housing Needs,Gas,2015-04-01,BRITISH GAS TRADING LTD,4627166,713.66,STOCKWELL LANE HOSTEL
Harrogate Borough Council,Premises,R,Community,Housing Needs,Gas,2015-04-13,BRITISH GAS TRADING LTD,4627505,794.87,ACCR14/15-BLOSSOMGATE
Harrogate Borough Council,Supplies and Services,R,Community,Housing Needs,Other Services,2015-04-29,BULLOUGHS CLEANING SERVICES LTD,4629236,295.00,Blossorngate Dept of Resources
Harrogate Borough Council,Premises,R,Community,Housing Needs,Fixtures & Fittings,2015-04-29,CALVERTS CARPETS,4629058,316.65,
Harrogate Borough Council,Premises,R,Community,Housing Needs,Fixtures & Fittings,2015-04-27,CALVERTS CARPETS,4628731,416.67,
Harrogate Borough Council,Premises,R,Community,Housing Needs,Fixtures & Fittings,2015-04-01,DSG RETAIL LTD,4625810,216.66,
Harrogate Borough Council,Supplies and Services,R,Community,Housing Needs,Other Supplies & Services,2015-04-29,G-SEC LTD,4628420,2073.04,STATIC SECURITY GUARDING
Harrogate Borough Council,Premises,R,Community,Housing Needs,Electricity,2015-04-29,NPOWER LTD,4628589,237.16,ELEC - CAVENDISH HOUSE HOSTEL
Harrogate Borough Council,Premises,R,Community,Housing Needs,Electricity,2015-04-29,NPOWER LTD,4628585,264.50,ELEC - BLOSSOMGATE
Harrogate Borough Council,Premises,R,Community,Housing Needs,Electricity,2015-04-29,NPOWER LTD,4628585,504.09,ELEC - BLOSSOMGATE
Harrogate Borough Council,Premises,R,Community,Housing Needs,Electricity,2015-04-29,NPOWER LTD,4628579,765.60,ELEC - STOCKWELL LANE HOSTEL
Harrogate Borough Council,Premises,R,Community,Housing Needs,Electricity,2015-04-29,NPOWER LTD,4628579,401.73,ELEC - STOCKWELL LANE HOSTEL
Harrogate Borough Council,Premises,R,Community,Housing Needs,Water & Sewerage,2015-04-27,YORKSHIRE WATER PLC,4628660,180.53,WATER - CAVENDISH HOUSE HOSTEL
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-08,CRAIG HAMBLING LTD,1563468,1160.00,196812/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-08,CRAIG HAMBLING LTD,1563463,1618.00,196815/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-08,CRAIG HAMBLING LTD,1563465,1700.00,196814/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-08,CRAIG HAMBLING LTD,1563464,1736.00,196819/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-08,CRAIG HAMBLING LTD,1563467,2396.00,196813/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-08,CRAIG HAMBLING LTD,1563462,2494.73,196818/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-08,CRAIG HAMBLING LTD,1563466,3243.44,196822/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-22,ENVIROVENT LTD,1563303,295.00,196844/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-01,ENVIROVENT LTD,1562951,590.00,194649/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-15,ENVIROVENT LTD,1562952,590.00,196378/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-15,ENVIROVENT LTD,1562953,590.00,194924/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-22,ENVIROVENT LTD,1562954,590.00,195473/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-22,ENVIROVENT LTD,1563302,590.00,195895/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-22,HELP-LINK UK LTD,1566960,2395.07,198989/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-08,HELP-LINK UK LTD,1563488,3063.74,194818/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-22,HELP-LINK UK LTD,1566957,3195.91,201090/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-08,HELP-LINK UK LTD,1563487,3260.93,196165/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-29,HELP-LINK UK LTD,1567361,3516.69,200915/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-29,HELP-LINK UK LTD,1567360,4933.80,200916/2
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-08,HELP-LINK UK LTD,1563472,7934.30,198988/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-22,HELP-LINK UK LTD,1566958,8703.62,193993/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-01,HELP-LINK UK LTD,1563308,8792.60,198577/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-01,HELP-LINK UK LTD,1563308,221.18,198577/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-22,MANSE MASTERDOR LTD,1566995,675.00,195594/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-01,MANSE MASTERDOR LTD,1563322,676.00,192673/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-01,MANSE MASTERDOR LTD,1563320,702.00,187540/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-22,MANSE MASTERDOR LTD,1566996,702.00,191534/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-01,MANSE MASTERDOR LTD,1563321,717.00,191569/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-01,MANSE MASTERDOR LTD,1563317,744.00,194280/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-01,MANSE MASTERDOR LTD,1563318,744.00,194283/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-01,MANSE MASTERDOR LTD,1563319,744.00,194303/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-15,MANSE MASTERDOR LTD,1566590,744.00,194285/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-15,MANSE MASTERDOR LTD,1566593,744.00,194930/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-15,MANSE MASTERDOR LTD,1566595,744.00,193704/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-22,MANSE MASTERDOR LTD,1566992,744.00,194298/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-15,MANSE MASTERDOR LTD,1566592,756.00,194928/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-29,MANSE MASTERDOR LTD,1567362,756.00,186994/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-22,MANSE MASTERDOR LTD,1566994,774.43,194929/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-15,MANSE MASTERDOR LTD,1566594,777.00,194931/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-22,MANSE MASTERDOR LTD,1566993,777.00,194253/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-22,MANSE MASTERDOR LTD,1566999,777.00,196440/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-22,MANSE MASTERDOR LTD,1566991,869.00,194293/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-01,MANSE MASTERDOR LTD,1563316,1023.00,193062/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-29,MANSE MASTERDOR LTD,1567364,1023.00,195909/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-22,MANSE MASTERDOR LTD,1566997,1051.00,195907/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-22,MANSE MASTERDOR LTD,1566998,1051.00,195900/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-22,MANSE MASTERDOR LTD,1567001,1051.00,195903/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-29,MANSE MASTERDOR LTD,1567363,1051.00,196848/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-29,MANSE MASTERDOR LTD,1567365,1051.00,195904/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-22,MANSE MASTERDOR LTD,1567000,1084.00,195902/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-22,MATTHEW FLETCHER,1562955,30.00,196899/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-22,MATTHEW FLETCHER,1562955,30.00,197641/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-22,MATTHEW FLETCHER,1562955,30.00,197640/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-22,MATTHEW FLETCHER,1562955,30.00,196897/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-22,MATTHEW FLETCHER,1562955,30.00,196891/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-22,MATTHEW FLETCHER,1562955,30.00,197389/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-22,MATTHEW FLETCHER,1562955,30.00,197642/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-22,MATTHEW FLETCHER,1562955,30.00,196888/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-22,MATTHEW FLETCHER,1562955,30.00,198964/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-22,MATTHEW FLETCHER,1562955,30.00,196910/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-22,MATTHEW FLETCHER,1562955,30.00,197639/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-22,MATTHEW FLETCHER,1562955,30.00,196896/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-22,MATTHEW FLETCHER,1562955,30.00,196911/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-22,MATTHEW FLETCHER,1562955,30.00,198965/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-22,MATTHEW FLETCHER,1562955,30.00,196890/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-04-22,MATTHEW FLETCHER,1562955,30.00,196893/1
