Body Name,Expenditure Category,Captial/ Revenue,Service Label,Service Code,Expenditure Code,Payment date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Misc Expenditure Non-Vatable,2017-10-09,MR K SADLER,4684481,600,Bond claim
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Other Services,2017-10-11,MR M J HASSALL,4684646,440,Rent in advance
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Other Services,2017-10-18,MR M J HASSALL,4684909,498.33,Rent in advance
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Other Supplies & Services,2017-10-02,NORTH YORKSHIRE COUNTY COUNCIL,4683973,404.25,
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Misc Expenditure Non-Vatable,2017-10-04,RICHARD THROWER,4684345,595,Bond claim
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Misc Expenditure Non-Vatable,2017-10-11,RICHARD THROWER,4684556,595,Reissue trans 4684345
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Misc Expenditure Non-Vatable,2017-10-23,STEVE SINGH,4685210,515,Cash bond payment
Harrogate Borough Council,Transfer Payments,R,Community,Homelessness,Preventing Repossession Fund,2017-10-02,THE GUINNESS PARTNERSHIP,4684178,1114.00,PRLF
Harrogate Borough Council,Transport,C,Community,Housing Development,Fuel/Oil,2017-10-04,ALLSTAR BUSINESS SOLUTIONS LTD,4684201,914.25,AS60046921
Harrogate Borough Council,Transport,C,Community,Housing Development,Fuel/Oil,2017-10-04,ALLSTAR BUSINESS SOLUTIONS LTD,4684201,62.92,AS60046921
Harrogate Borough Council,Transport,C,Community,Housing Development,Fuel/Oil,2017-10-25,ALLSTAR BUSINESS SOLUTIONS LTD,4684999,907.91,AS60046921
Harrogate Borough Council,Transport,C,Community,Housing Development,Fuel/Oil,2017-10-02,ALLSTAR BUSINESS SOLUTIONS LTD,4683934,811.44,AS60046921
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Protective Clothing,2017-10-25,ARCO LTD,4683839,268,Property Services
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2017-10-09,CONTRACT SCAFFOLDING YORKSHIRE LTD,4684318,5185.00,
Harrogate Borough Council,Supplies and Services,R,Community,Housing Development,Agents Fees,2017-10-25,"DACRE, SON & HARTLEY LTD",4683254,1000.00,
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Equipment,2017-10-30,GRAFTON MERCHANTING GB LTD,4684888,77,
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Equipment,2017-10-25,GRAFTON MERCHANTING GB LTD,4684886,114.57,
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Equipment,2017-10-18,GRAFTON MERCHANTING GB LTD,4683859,107.5,various
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Equipment,2017-10-30,GRAFTON MERCHANTING GB LTD,4684890,17.41,various
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Equipment,2017-10-25,GRAFTON MERCHANTING GB LTD,4684887,104.19,
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2017-10-30,GRAFTON MERCHANTING GB LTD,4684341,240,Meadow Vale Project
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2017-10-11,GRAFTON MERCHANTING GB LTD,4683263,805.09,
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2017-10-25,GRAFTON MERCHANTING GB LTD,4684886,1167.35,
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2017-10-18,GRAFTON MERCHANTING GB LTD,4683859,783.01,various
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2017-10-30,GRAFTON MERCHANTING GB LTD,4684890,692.37,various
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2017-10-25,GRAFTON MERCHANTING GB LTD,4684887,1954.41,
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2017-10-30,GRAFTON MERCHANTING GB LTD,4684888,277.2,
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2017-10-11,GRAFTON MERCHANTING GB LTD,4684340,641.55,Meadow Vale Project
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2017-10-11,GRAFTON MERCHANTING GB LTD,4684340,68.25,Meadow Vale Project
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2017-10-11,GRAFTON MERCHANTING GB LTD,4684340,68.25,Meadow Vale Project
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2017-10-09,GRAFTON MERCHANTING GB LTD,4682630,809.3,St John Way Project
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2017-10-09,GRAFTON MERCHANTING GB LTD,4682630,85.8,St John Way Project
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2017-10-09,GRAFTON MERCHANTING GB LTD,4682630,85.8,St John Way Project
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2017-10-30,GRAFTON MERCHANTING GB LTD,4684615,409.05,
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2017-10-18,GRAFTON MERCHANTING GB LTD,4683859,611,various
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2017-10-04,GRAFTON MERCHANTING GB LTD,4684303,2481.17,St John Way Project
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2017-10-04,GRAFTON MERCHANTING GB LTD,4684303,250.18,St John Way Project
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2017-10-04,GRAFTON MERCHANTING GB LTD,4684303,250.18,St John Way Project
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2017-10-30,GRAFTON MERCHANTING GB LTD,4684890,2026.60,various
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2017-10-30,GRAFTON MERCHANTING GB LTD,4684890,58.56,various
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2017-10-30,GRAFTON MERCHANTING GB LTD,4684890,58.56,various
Harrogate Borough Council,Employees,C,Community,Housing Development,Temporary Staff,2017-10-04,HAYS SPECIALIST RECRUITMENT,4684158,421.8,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,C,Community,Housing Development,Temporary Staff,2017-10-04,HAYS SPECIALIST RECRUITMENT,4684243,421.8,
Harrogate Borough Council,Employees,C,Community,Housing Development,Temporary Staff,2017-10-25,HAYS SPECIALIST RECRUITMENT,4684487,427.5,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,C,Community,Housing Development,Temporary Staff,2017-10-16,HAYS SPECIALIST RECRUITMENT,4684776,427.5,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,C,Community,Housing Development,Temporary Staff,2017-10-25,HAYS SPECIALIST RECRUITMENT,4685218,427.5,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,C,Community,Housing Development,Non Qualification Training,2017-10-25,HR TRAINING AND DEVELOPMENT,4684421,270,
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2017-10-30,HUNT & SYKES SAFETY SERVICES LTD,4684551,360,
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2017-10-23,LIGHTWATER QUARRIES LTD,4684379,1056.91,
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2017-10-30,LIGHTWATER QUARRIES LTD,4684613,3388.46,
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2017-10-11,LONGLEY CONCRETE LTD,4683959,3758.39,
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2017-10-04,NORTHERN POWERGRID (NORTHEAST) LTD,4684278,2539.00,
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2017-10-25,NORTHERN POWERGRID (NORTHEAST) LTD,4684722,4064.00,
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2017-10-25,NORTHGATE VEHICLE HIRE LTD,4685419,264.1,IHMT supplies
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2017-10-25,NORTHGATE VEHICLE HIRE LTD,4685440,264.1,IHMT supplies
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2017-10-30,NORTHGATE VEHICLE HIRE LTD,4685383,268.21,NV17UFG SWAP
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2017-10-18,NORTHGATE VEHICLE HIRE LTD,4684842,289.25,
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2017-10-18,NORTHGATE VEHICLE HIRE LTD,4684843,293.76,NV17UFG
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2017-10-30,NORTHGATE VEHICLE HIRE LTD,4685378,311.47,WP15CKJ SWAP
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2017-10-30,NORTHGATE VEHICLE HIRE LTD,4685381,311.47,GN1 6ZHW SWAP
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2017-10-30,NORTHGATE VEHICLE HIRE LTD,4685384,311.47,FE66DTK
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2017-10-30,NORTHGATE VEHICLE HIRE LTD,4685386,311.47,NA64JGV
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2017-10-30,NORTHGATE VEHICLE HIRE LTD,4685377,420,FE65BWK SWAP
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2017-10-25,TUNSTON CONSTRUCTION LTD,4685134,1950.00,
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Waste Disposal Charges,2017-10-30,WETHERBY SKIP HIRE SERVICES,4685099,620,IHMT supplies
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2017-10-25,WM SAUNDERS PARTNERSHIP LLP,4684607,920,WMS payment for OPUS Report Review
Harrogate Borough Council,Premises,R,Community,Housing Needs,Gas,2017-10-18,CORONA ENERGY RETAIL 4 LTD,4683719,250.52,GAS - CAVENDISH HOUSE HOSTEL
Harrogate Borough Council,Premises,R,Community,Housing Needs,Gas,2017-10-18,CORONA ENERGY RETAIL 4 LTD,4683711,256.39,GAS - AVONDALE
Harrogate Borough Council,Premises,R,Community,Housing Needs,Fixtures & Fittings,2017-10-25,FURNITURE RESOURCE CENTRE LTD,4684238,288.63,
Harrogate Borough Council,Premises,R,Community,Housing Needs,Fixtures & Fittings,2017-10-18,FURNITURE RESOURCE CENTRE LTD,4683628,971.96,
Harrogate Borough Council,Supplies and Services,R,Community,Housing Needs,Equipment,2017-10-30,H BEARDMORE DOBSON & SONS LTD,4685390,2.93,2.34601E+20
Harrogate Borough Council,Supplies and Services,R,Community,Housing Needs,Equipment,2017-10-30,H BEARDMORE DOBSON & SONS LTD,4685390,2.93,2.34601E+20
Harrogate Borough Council,Supplies and Services,R,Community,Housing Needs,Other Supplies & Services,2017-10-02,SECTOR SECURITY SERVICE LTD,4684028,1184.96,CONTRACT GUARDING
Harrogate Borough Council,Supplies and Services,R,Community,Housing Needs,Other Supplies & Services,2017-10-25,SECTOR SECURITY SERVICE LTD,4685163,1184.96,CONTRACT GUARDING
Harrogate Borough Council,Supplies and Services,R,Community,Housing Needs,Other Supplies & Services,2017-10-30,SECTOR SECURITY SERVICE LTD,4685774,1184.96,CONTRACT GUARDING
Harrogate Borough Council,Premises,R,Community,Housing Needs,Water & Sewerage,2017-10-16,YORKSHIRE WATER PLC,4684729,585.31,Water - Cavendish House Hostel
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-10-11,CLARKES ENVIRONMENTAL LTD,1682708,440,267206/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-10-04,CLARKES ENVIRONMENTAL LTD,1682340,1210.00,266334/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-10-25,DUFFIELDS,1684928,6215.00,267307/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-10-04,ENVIRONTEC LIMITED,1682345,250,265766/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-10-11,HEBDEN & HOLDINGS (KEIGHLEY) LTD,1682721,9937.50,263438/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-10-04,HELP-LINK UK LTD,1682368,228.52,267221/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-10-04,HELP-LINK UK LTD,1682388,689.48,267496/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-10-18,HELP-LINK UK LTD,1682980,3089.40,267663/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-10-04,JOHN NIXON LIMITED,4681271,278.74,
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-10-04,JOHN NIXON LIMITED,4681271,128.74,
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-10-04,JOHN NIXON LIMITED,4681271,128.74,
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-10-25,KEEPMOAT REGENERATION LTD,1684947,3752.94,266542/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-10-18,KEEPMOAT REGENERATION LTD,1682982,4032.71,263859/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-10-18,KEEPMOAT REGENERATION LTD,1682981,4165.72,265794/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-10-04,LOBO ECOLOGY,1682393,200,263778/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-10-04,LOBO ECOLOGY,1682393,200,263775/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-10-04,LOBO ECOLOGY,1682393,2000.00,263784/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-10-04,LOBO ECOLOGY,1682393,295.5,263777/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-10-04,LOBO ECOLOGY,1682393,200,263780/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-10-04,MASTERDOR LIMITED,1682398,755.16,263487/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-10-25,NORTON INTERIORS LTD,1684998,1289.00,269026/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-10-25,NORTON INTERIORS LTD,1684999,2989.00,267673/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-10-18,NORTON INTERIORS LTD,1683003,3137.00,266526/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-10-18,NORTON INTERIORS LTD,1683006,3840.00,267683/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-10-18,NORTON INTERIORS LTD,1683005,3896.00,267684/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-10-11,NORTON INTERIORS LTD,1682780,4159.00,267281/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-10-11,NORTON INTERIORS LTD,1682779,4361.00,267283/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-10-18,NORTON INTERIORS LTD,1683004,4377.00,267209/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-10-11,NORTON INTERIORS LTD,1682774,4403.00,266913/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-10-18,NORTON INTERIORS LTD,1683007,4418.00,267682/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-10-18,NORTON INTERIORS LTD,1683008,4670.65,267680/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-10-11,NORTON INTERIORS LTD,1682778,4882.00,266917/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-10-04,NORTON INTERIORS LTD,1682414,4942.65,266481/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-10-11,NORTON INTERIORS LTD,1682775,5082.00,266914/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-10-11,NORTON INTERIORS LTD,1682776,5298.00,266915/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-10-11,NORTON INTERIORS LTD,1682777,5750.00,266916/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-10-11,NORTON INTERIORS LTD,1682781,5857.00,267286/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-10-11,NORTON INTERIORS LTD,1682782,6148.00,267285/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-10-16,NY PROPERTY SERVICES LTD,4684777,679,
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-10-11,TUNSTON CONSTRUCTION LTD,1682798,3100.00,267635/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-10-04,WALTER HARTLEY LTD,1682437,282.5,267196/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-10-18,WALTER HARTLEY LTD,1683018,1261.54,254076/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-10-04,WESTVILLE LIMITED,1682421,31399.80,262122/1
