Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment date,Supplier Name,TransNo,Net Amount,Narrative
Harrogate Borough Council,Transport,R,Community,Highways,Fuel/Oil,2015-07-27,ALLSTAR BUSINESS SOLUTIONS LTD,4633498,14.69,Jun Fuel
Harrogate Borough Council,Transport,R,Community,Highways,Fuel/Oil,2015-07-27,ALLSTAR BUSINESS SOLUTIONS LTD,4633498,14.69,Jun Fuel
Harrogate Borough Council,Transport,R,Community,Highways,Fuel/Oil,2015-07-27,ALLSTAR BUSINESS SOLUTIONS LTD,4633498,12.82,Jun Fuel
Harrogate Borough Council,Transport,R,Community,Highways,Fuel/Oil,2015-07-27,ALLSTAR BUSINESS SOLUTIONS LTD,4633498,12.82,Jun Fuel
Harrogate Borough Council,Transport,R,Community,Highways,Fuel/Oil,2015-07-27,ALLSTAR BUSINESS SOLUTIONS LTD,4633498,12.79,Jun Fuel
Harrogate Borough Council,Transport,R,Community,Highways,Fuel/Oil,2015-07-27,ALLSTAR BUSINESS SOLUTIONS LTD,4633498,14.69,Jun Fuel
Harrogate Borough Council,Transport,R,Community,Highways,Fuel/Oil,2015-07-13,ALLSTAR BUSINESS SOLUTIONS LTD,4632546,14.71,Fuel June 15
Harrogate Borough Council,Transport,R,Community,Highways,Fuel/Oil,2015-07-13,ALLSTAR BUSINESS SOLUTIONS LTD,4632546,14.71,Fuel June 15
Harrogate Borough Council,Transport,R,Community,Highways,Fuel/Oil,2015-07-13,ALLSTAR BUSINESS SOLUTIONS LTD,4632546,13.57,Fuel June 15
Harrogate Borough Council,Transport,R,Community,Highways,Fuel/Oil,2015-07-13,ALLSTAR BUSINESS SOLUTIONS LTD,4632546,13.57,Fuel June 15
Harrogate Borough Council,Transport,R,Community,Highways,Fuel/Oil,2015-07-13,ALLSTAR BUSINESS SOLUTIONS LTD,4632546,14.71,Fuel June 15
Harrogate Borough Council,Transport,R,Community,Highways,Fuel/Oil,2015-07-13,ALLSTAR BUSINESS SOLUTIONS LTD,4632546,13.57,Fuel June 15
Harrogate Borough Council,Transport,R,Community,Highways,Fuel/Oil,2015-07-13,ALLSTAR BUSINESS SOLUTIONS LTD,4632546,14.71,Fuel June 15
Harrogate Borough Council,Transport,R,Community,Highways,Fuel/Oil,2015-07-13,ALLSTAR BUSINESS SOLUTIONS LTD,4632546,13.56,Fuel June 15
Harrogate Borough Council,Supplies and Services,R,Community,Highways,Court Fees,2015-07-29,HER MAJESTY?S COURTS SERVICE,4634678,3357.00,To register cases at the TEC
Harrogate Borough Council,Supplies and Services,R,Community,Highways,Court Fees,2015-07-29,HER MAJESTY?S COURTS SERVICE,4634678,243.00,To register cases at the TEC
Harrogate Borough Council,Supplies and Services,R,Community,Highways,Court Fees,2015-07-29,HER MAJESTY?S COURTS SERVICE,4634678,266.50,To register cases at the TEC
Harrogate Borough Council,Supplies and Services,R,Community,Highways,Court Fees,2015-07-29,HER MAJESTY?S COURTS SERVICE,4634678,256.50,To register cases at the TEC
Harrogate Borough Council,Supplies and Services,R,Community,Highways,Court Fees,2015-07-29,HER MAJESTY?S COURTS SERVICE,4634678,157.00,To register cases at the TEC
Harrogate Borough Council,Supplies and Services,R,Community,Highways,Miscellaneous Expenditure,2015-07-29,NORTH YORKSHIRE COUNTY COUNCIL,4634839,596375.00,1st qtr Surplus payment
Harrogate Borough Council,Supplies and Services,R,Community,Highways,Miscellaneous Expenditure,2015-07-29,NORTH YORKSHIRE COUNTY COUNCIL,4634839,8785.83,1st qtr Surplus payment
Harrogate Borough Council,Supplies and Services,R,Community,Highways,Miscellaneous Expenditure,2015-07-29,NORTH YORKSHIRE COUNTY COUNCIL,4634839,8290.21,1st qtr Surplus payment
Harrogate Borough Council,Income,R,Community,Highways,Other Fees & Charges,2015-07-29,NORTH YORKSHIRE COUNTY COUNCIL,4634839,254226.00,1st qtr Surplus payment
Harrogate Borough Council,Income,R,Community,Highways,Other Fees & Charges,2015-07-29,NORTH YORKSHIRE COUNTY COUNCIL,4634839,10975.18,1st qtr Surplus payment
Harrogate Borough Council,Income,R,Community,Highways,Other Fees & Charges,2015-07-29,NORTH YORKSHIRE COUNTY COUNCIL,4634839,10682.11,1st qtr Surplus payment
Harrogate Borough Council,Transport,R,Community,Highways,Hire of Vehicles/Plant,2015-07-06,NORTHGATE VEHICLE HIRE LTD,4633191,4.75,Vehicle Monitoring
Harrogate Borough Council,Transport,R,Community,Highways,Hire of Vehicles/Plant,2015-07-06,NORTHGATE VEHICLE HIRE LTD,4633191,4.75,Vehicle Monitoring
Harrogate Borough Council,Transport,R,Community,Highways,Hire of Vehicles/Plant,2015-07-06,NORTHGATE VEHICLE HIRE LTD,4633191,4.75,Vehicle Monitoring
Harrogate Borough Council,Transport,R,Community,Highways,Hire of Vehicles/Plant,2015-07-06,NORTHGATE VEHICLE HIRE LTD,4633191,4.75,Vehicle Monitoring
Harrogate Borough Council,Transport,R,Community,Highways,Hire of Vehicles/Plant,2015-07-29,NORTHGATE VEHICLE HIRE LTD,4634590,133.00,Vehicle Monitoring
Harrogate Borough Council,Transport,R,Community,Highways,Hire of Vehicles/Plant,2015-07-29,NORTHGATE VEHICLE HIRE LTD,4634590,133.00,Vehicle Monitoring
Harrogate Borough Council,Transport,R,Community,Highways,Hire of Vehicles/Plant,2015-07-29,NORTHGATE VEHICLE HIRE LTD,4634590,133.00,Vehicle Monitoring
Harrogate Borough Council,Transport,R,Community,Highways,Hire of Vehicles/Plant,2015-07-29,NORTHGATE VEHICLE HIRE LTD,4634590,133.00,Vehicle Monitoring
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Bed & Breakfast Payments,2015-07-20,ARGYLL GUEST HOUSE,4634051,560.00,
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Other Services,2015-07-22,DAVID FAHY,4634673,455.00,Rent in Advance
Harrogate Borough Council,Premises,R,Community,Homelessness,Rents & Wayleaves,2015-07-20,ECLIPSE PROPERTIES LIMITED,4634105,1151.01,REDACTED PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Other Services,2015-07-13,HUNTERS LETTING & MANAGEMENT,4633729,595.00,Rent in Advance
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Other Services,2015-07-06,HUNTERS LETTING & MANAGEMENT,4633595,600.00,Rent in Advance
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Other Services,2015-07-15,MICHELLE PHILLIPS,4633910,300.00,Rent in Advance
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Misc Expenditure Non-Vatable,2015-07-15,MRS MANKTELOW,4633933,276.00,Bond Claim
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Miscellaneous Expenditure,2015-07-08,NORTH YORKSHIRE COUNTY COUNCIL,4633685,18006.42,
Harrogate Borough Council,Premises,R,Community,Housing Needs,Electricity,2015-07-06,BRITISH GAS,4633542,253.40,27 Belmont Road
Harrogate Borough Council,Premises,R,Community,Housing Needs,Gas,2015-07-22,BRITISH GAS BUSINESS,4632392,3635.46,credit trans 4627797
Harrogate Borough Council,Premises,R,Community,Housing Needs,Gas,2015-07-22,BRITISH GAS BUSINESS,4633333,2396.42,29 Belmont Road
Harrogate Borough Council,Premises,R,Community,Housing Needs,Gas,2015-07-22,BRITISH GAS BUSINESS,4632391,3218.19,29 Belmont Road
Harrogate Borough Council,Premises,R,Community,Housing Needs,Climate Change Levy,2015-07-22,BRITISH GAS BUSINESS,4632392,139.81,credit trans 4627797
Harrogate Borough Council,Premises,R,Community,Housing Needs,Climate Change Levy,2015-07-22,BRITISH GAS BUSINESS,4633333,92.82,29 Belmont Road
Harrogate Borough Council,Premises,R,Community,Housing Needs,Climate Change Levy,2015-07-22,BRITISH GAS BUSINESS,4632391,123.75,29 Belmont Road
Harrogate Borough Council,Premises,R,Community,Housing Needs,Gas,2015-07-29,BRITISH GAS TRADING LTD,4634904,240.70,GAS - STOCKWELL LANE HOSTEL
Harrogate Borough Council,Supplies and Services,R,Community,Housing Needs,Other Supplies & Services,2015-07-29,G-SEC LTD,4634462,1959.72,STATIC SECURITY GUARDING
Harrogate Borough Council,Premises,R,Community,Housing Needs,Electricity,2015-07-01,NPOWER LTD,4632288,355.89,ELEC - CAVENDISH HOUSE HOSTEL
Harrogate Borough Council,Premises,R,Community,Housing Needs,Electricity,2015-07-29,NPOWER LTD,4634323,583.03,ELEC BLOSSOMGATE
Harrogate Borough Council,Premises,R,Community,Housing Needs,Electricity,2015-07-29,NPOWER LTD,4634328,847.53,ELEC STOCKWELL LANE HOSTEM
Harrogate Borough Council,Premises,R,Community,Housing Needs,Water & Sewerage,2015-07-08,YORKSHIRE WATER PLC,4633650,463.99,WATER - CAVENDISH HOUSE HOSTEL
Harrogate Borough Council,Premises,R,Community,Housing Needs,Water & Sewerage,2015-07-29,YORKSHIRE WATER PLC,4634870,1559.61,WATER - STOCKWELL LANE HOSTEL
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-22,BRITISH TELECOMMUNICATIONS PLC,1576734,90.98,207510/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-22,BRITISH TELECOMMUNICATIONS PLC,1576734,90.98,207511/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-22,BRITISH TELECOMMUNICATIONS PLC,1576734,90.98,207515/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-22,BRITISH TELECOMMUNICATIONS PLC,1576734,90.98,207514/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-22,BRITISH TELECOMMUNICATIONS PLC,1576734,90.98,207513/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-22,BRITISH TELECOMMUNICATIONS PLC,1576734,90.98,207507/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-22,BRITISH TELECOMMUNICATIONS PLC,1576734,90.98,207516/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-22,BRITISH TELECOMMUNICATIONS PLC,1576734,90.98,207512/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-22,BRITISH TELECOMMUNICATIONS PLC,1576734,90.98,207517/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-22,BRITISH TELECOMMUNICATIONS PLC,1576734,90.98,207509/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-22,BRITISH TELECOMMUNICATIONS PLC,1576734,90.98,207518/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-29,CRAIG HAMBLING LTD,1577023,10921.68,197348/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-15,ENVIROVENT LTD,1576299,295.00,204628/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-08,ENVIROVENT LTD,1572234,590.00,196376/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-08,ENVIROVENT LTD,1572235,590.00,203574/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-15,ENVIROVENT LTD,1576298,590.00,203532/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-15,ENVIROVENT LTD,1576300,590.00,203534/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-15,ENVIROVENT LTD,1576301,590.00,203533/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-22,ENVIROVENT LTD,1576302,590.00,203900/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-29,ENVIROVENT LTD,1576303,590.00,203527/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-22,ENVIROVENT LTD,1576737,590.00,203860/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-29,ENVIROVENT LTD,1577024,590.00,203528/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-15,HELP-LINK UK LTD,1576388,666.02,204642/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-01,HELP-LINK UK LTD,1573030,671.00,194487/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-29,HELP-LINK UK LTD,1577052,1831.69,205545/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-01,HELP-LINK UK LTD,1572999,1884.31,204423/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-29,HELP-LINK UK LTD,1577040,1885.86,205554/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-01,HELP-LINK UK LTD,1573015,1930.08,204414/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-15,HELP-LINK UK LTD,1576313,1938.49,205089/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-01,HELP-LINK UK LTD,1572988,1975.80,200719/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-01,HELP-LINK UK LTD,1572998,2122.47,204656/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-01,HELP-LINK UK LTD,1572994,2256.31,204648/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-15,HELP-LINK UK LTD,1576316,2256.31,204646/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-29,HELP-LINK UK LTD,1577033,2256.31,204649/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-29,HELP-LINK UK LTD,1577034,2256.31,205259/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-22,HELP-LINK UK LTD,1576743,2263.84,203702/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-29,HELP-LINK UK LTD,1577048,2298.04,205256/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-15,HELP-LINK UK LTD,1576307,2302.61,204529/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-01,HELP-LINK UK LTD,1573000,2348.38,204416/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-15,HELP-LINK UK LTD,1576317,2348.38,203598/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-29,HELP-LINK UK LTD,1577044,2348.38,205547/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-29,HELP-LINK UK LTD,1577050,2348.38,205252/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-29,HELP-LINK UK LTD,1577035,2355.25,204653/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-29,HELP-LINK UK LTD,1577037,2362.24,204651/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-29,HELP-LINK UK LTD,1577038,2362.24,205080/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-29,HELP-LINK UK LTD,1577042,2362.24,204829/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-15,HELP-LINK UK LTD,1576312,2378.19,204825/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-15,HELP-LINK UK LTD,1576315,2378.19,205248/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-01,HELP-LINK UK LTD,1573002,2378.19,204526/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-15,HELP-LINK UK LTD,1576310,2378.19,204415/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-29,HELP-LINK UK LTD,1577051,2378.19,205546/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-29,HELP-LINK UK LTD,1577032,2401.01,204824/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-29,HELP-LINK UK LTD,1577043,2405.36,205900/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-15,HELP-LINK UK LTD,1576314,2408.00,204650/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-15,HELP-LINK UK LTD,1576309,2408.00,205086/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-29,HELP-LINK UK LTD,1577036,2423.96,204826/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-29,HELP-LINK UK LTD,1577030,2442.51,205250/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-01,HELP-LINK UK LTD,1573001,2486.59,204422/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-29,HELP-LINK UK LTD,1577029,2486.59,205781/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-15,HELP-LINK UK LTD,1576308,2591.98,204655/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-01,HELP-LINK UK LTD,1572990,2654.89,203055/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-01,HELP-LINK UK LTD,1572993,2656.32,203595/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-15,HELP-LINK UK LTD,1576306,2673.20,204533/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-22,HELP-LINK UK LTD,1576744,2712.83,203507/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-01,HELP-LINK UK LTD,1572992,2747.35,203593/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-29,HELP-LINK UK LTD,1577049,2860.49,205257/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2015-07-01,HELP-LINK UK LTD,1572989,2914.18,201609/1
